Day,Price
2152,819.71
2153,821.36
2154,827.46
2155,836.53
2156,836.39
2157,842.7
2158,844.14
2159,845.07
2160,856.44
2161,855.61
2162,852.19
2163,845.24
2164,848.64
2165,845.04
2166,853.08
2167,848.91
2168,849.88
2169,846.61
2170,846.02
2171,850.5
2172,853
2173,852.46
2174,854.59
2175,852.53
2176,852.97
2177,853.42
2178,852.31
2179,856.97
2180,843.2
2181,848.06
2182,847.38
2183,845.61
2184,846.82
2185,856
2186,874.32
2187,876.34
2188,886.54
2189,891.51
2190,906.83
2191,909.28
2192,898.28
2193,894.88
2194,907.04
2195,902.36
2196,896.23
2197,884.67
2198,901.99
2199,903.78
2200,899.2
2201,902.06
2202,898.53
2203,907.41
2204,907.62
2205,909.29
2206,918.38
2207,924.99
2208,948.23
2209,946.94
2210,941.03
2211,937.53
2212,934.15
2213,949.04
2214,952.82
2215,948.95
2216,947.62
2217,961.35
2218,957.97
2219,966.07
2220,944.76
2221,958.49
2222,959.84
2223,970.67
2224,971.54
2225,980.35
2226,993.38
2227,995.78
2228,996.7
2229,994.62
2230,995.95
2231,1006.73
2232,1011.34
2233,1003
2234,1010.07
2235,1010.27
2236,978.31
2237,964.91
2238,980.79
2239,976.47
2240,964.17
2241,987.71
2242,995.17
2243,992.59
2244,1002.23
2245,1001.3
2246,1003.74
2247,993.98
2248,976.78
2249,990.33
2250,975.93
2251,968
2252,953.66
2253,971.4
2254,965.14
2255,978.76
2256,996.47
2257,994.13
2258,1006.51
2259,1000.63
2260,1001.81
2261,1010.04
2262,1024.45
2263,1026.87
2264,1028.7
2265,1025.67
2266,1038.95
2267,1039.87
2268,1052.8
2269,1046
2270,1020.04
2271,987.78
2272,996.19
2273,995.89
2274,986.92
2275,987.58
2276,992.27
2277,989.84
2278,982.01
2279,956.92
2280,967.99
2281,983.3
2282,982.74
2283,978.18
2284,960.57
2285,958.47
2286,953.29
2287,966.9
2288,958
2289,952.45
2290,945.26
2291,946.02
2292,954.06
2293,967.59
2294,980.6
2295,978.25
2296,965.27
2297,967.8
2298,979.47
2299,965.9
2300,977.96
2301,982.58
2302,999.6
2303,992.21
2304,986.79
2305,974.19
2306,969.86
2307,973.21
2308,964.65
2309,955.1
2310,939.79
2311,938.6
2312,950.87
2313,956.4
2314,961.35
2315,959.19
2316,957.1
2317,965.45
2318,980.85
2319,989.58
2320,990.99
2321,987.2
2322,995
2323,1000.93
2324,1002.94
2325,1006.34
2326,1009.13
2327,997
2328,986.61
2329,982.91
2330,966.3
2331,975.9
2332,972.91
2333,972.43
2334,1100.95
2335,1110.85
2336,1105.28
2337,1103.68
2338,1094.22
