Duration,Morning,Afternoon,Evening,Night,Weekday,Weekend,Male,Age
878,0,1,0,0,1,0,0,27
607,0,1,0,0,1,0,0,27
257,0,1,0,0,1,0,0,27
269,0,1,0,0,1,0,0,27
320,0,1,0,0,1,0,0,27
631,0,1,0,0,1,0,0,27
153,0,0,1,0,1,0,0,27
634,0,0,1,0,1,0,0,27
1021,0,0,1,0,1,0,0,27
509,0,0,1,0,1,0,0,27
716,0,0,1,0,1,0,0,27
938,1,0,0,0,0,1,0,27
576,1,0,0,0,0,1,0,27
510,1,0,0,0,0,1,0,27
472,1,0,0,0,0,1,0,27
589,1,0,0,0,0,1,0,27
1634,1,0,0,0,0,1,0,27
685,0,1,0,0,0,1,0,27
513,0,1,0,0,0,1,0,27
1132,0,1,0,0,0,1,0,27
1506,0,1,0,0,0,1,0,27
1146,0,1,0,0,0,1,0,27
3557,0,1,0,0,0,1,0,27
1269,0,1,0,0,0,1,0,27
1949,0,1,0,0,0,1,0,27
39,1,0,0,0,0,1,0,27
563,1,0,0,0,0,1,0,27
970,1,0,0,0,0,1,0,27
473,1,0,0,0,0,1,0,27
262,1,0,0,0,0,1,0,27
250,1,0,0,0,0,1,0,27
928,1,0,0,0,0,1,0,27
882,1,0,0,0,0,1,0,27
1133,1,0,0,0,0,1,0,27
1137,1,0,0,0,0,1,0,27
195,0,1,0,0,0,1,0,27
183,0,1,0,0,0,1,0,27
335,0,1,0,0,0,1,0,27
174,0,1,0,0,0,1,0,27
220,0,1,0,0,0,1,0,27
990,0,1,0,0,0,1,0,27
220,0,1,0,0,0,1,0,27
1049,0,1,0,0,0,1,0,27
582,0,1,0,0,0,1,0,27
192,0,1,0,0,0,1,0,27
358,0,1,0,0,0,1,0,27
499,0,1,0,0,0,1,0,27
479,0,1,0,0,0,1,0,27
1170,0,0,1,0,0,1,0,27
609,0,0,1,0,0,1,0,27
515,0,0,1,0,0,1,0,27
477,0,0,0,1,1,0,0,27
507,1,0,0,0,1,0,0,27
376,1,0,0,0,1,0,0,27
759,1,0,0,0,1,0,0,27
1007,1,0,0,0,1,0,0,27
354,1,0,0,0,1,0,0,27
473,1,0,0,0,1,0,0,27
301,1,0,0,0,1,0,0,27
554,1,0,0,0,1,0,0,27
712,1,0,0,0,1,0,0,27
1036,1,0,0,0,1,0,0,27
3794,1,0,0,0,1,0,0,27
434,1,0,0,0,1,0,0,27
824,0,1,0,0,1,0,0,27
614,0,1,0,0,1,0,0,27
115,0,1,0,0,1,0,0,27
820,0,1,0,0,1,0,0,27
192,0,1,0,0,1,0,0,27
852,0,1,0,0,1,0,0,27
282,0,1,0,0,1,0,0,27
669,0,1,0,0,1,0,0,27
383,0,1,0,0,1,0,0,27
603,0,1,0,0,1,0,0,27
1267,0,1,0,0,1,0,0,27
883,0,0,1,0,1,0,0,27
1279,0,0,1,0,1,0,0,27
1308,0,0,1,0,1,0,0,27
330,0,0,1,0,1,0,0,27
461,0,0,1,0,1,0,0,27
2224,0,0,1,0,1,0,0,27
319,0,0,1,0,1,0,0,27
571,0,0,1,0,1,0,0,27
733,0,0,1,0,1,0,0,27
967,0,0,1,0,1,0,0,27
164,0,0,1,0,1,0,0,27
939,0,0,1,0,1,0,0,27
404,0,0,1,0,1,0,0,27
517,0,0,0,1,1,0,0,27
667,1,0,0,0,1,0,0,27
833,1,0,0,0,1,0,0,27
339,1,0,0,0,1,0,0,27
390,1,0,0,0,1,0,0,27
550,1,0,0,0,1,0,0,27
328,1,0,0,0,1,0,0,27
951,1,0,0,0,1,0,0,27
428,1,0,0,0,1,0,0,27
968,1,0,0,0,1,0,0,27
955,1,0,0,0,1,0,0,27
742,1,0,0,0,1,0,0,27
1205,1,0,0,0,1,0,0,27
522,1,0,0,0,1,0,0,27
293,1,0,0,0,1,0,0,27
506,1,0,0,0,1,0,0,27
694,0,1,0,0,1,0,0,27
378,0,1,0,0,1,0,0,27
862,0,1,0,0,1,0,0,27
441,0,1,0,0,1,0,0,27
905,0,1,0,0,1,0,0,27
309,0,1,0,0,1,0,0,27
392,0,1,0,0,1,0,0,27
1116,0,1,0,0,1,0,0,27
968,0,1,0,0,1,0,0,27
543,0,1,0,0,1,0,0,27
641,0,1,0,0,1,0,0,27
1259,0,0,1,0,1,0,0,27
299,0,0,1,0,1,0,0,27
734,0,0,1,0,1,0,0,27
654,0,0,1,0,1,0,0,27
194,0,0,1,0,1,0,0,27
581,0,0,1,0,1,0,0,27
317,0,0,0,1,1,0,0,27
357,1,0,0,0,1,0,0,27
247,1,0,0,0,1,0,0,27
411,1,0,0,0,1,0,0,27
788,1,0,0,0,1,0,0,27
257,1,0,0,0,1,0,0,27
322,1,0,0,0,1,0,0,27
316,1,0,0,0,1,0,0,27
531,1,0,0,0,1,0,0,27
1115,1,0,0,0,1,0,0,27
812,1,0,0,0,1,0,0,27
350,0,1,0,0,1,0,0,27
648,0,1,0,0,1,0,0,27
2793,0,1,0,0,1,0,0,27
621,0,1,0,0,1,0,0,27
1144,0,1,0,0,1,0,0,27
307,0,1,0,0,1,0,0,27
265,0,1,0,0,1,0,0,27
565,0,1,0,0,1,0,0,27
1034,0,0,1,0,1,0,0,27
2048,0,0,1,0,1,0,0,27
654,0,0,1,0,1,0,0,27
625,0,0,1,0,1,0,0,27
841,0,0,1,0,1,0,0,27
476,0,0,1,0,1,0,0,27
442,0,0,0,1,1,0,0,27
352,1,0,0,0,1,0,0,27
604,1,0,0,0,1,0,0,27
353,1,0,0,0,1,0,0,27
311,1,0,0,0,1,0,0,27
230,1,0,0,0,1,0,0,27
784,1,0,0,0,1,0,0,27
981,1,0,0,0,1,0,0,27
736,1,0,0,0,1,0,0,27
10,1,0,0,0,1,0,0,27
865,1,0,0,0,1,0,0,27
1113,1,0,0,0,1,0,0,27
527,1,0,0,0,1,0,0,27
1350,1,0,0,0,1,0,0,27
812,1,0,0,0,1,0,0,27
295,0,1,0,0,1,0,0,27
314,0,1,0,0,1,0,0,27
668,0,1,0,0,1,0,0,27
321,0,1,0,0,1,0,0,27
532,0,1,0,0,1,0,0,27
844,0,1,0,0,1,0,0,27
749,0,1,0,0,1,0,0,27
824,0,0,1,0,1,0,0,27
871,0,0,1,0,1,0,0,27
933,0,0,1,0,1,0,0,27
616,0,0,1,0,1,0,0,27
1221,0,0,1,0,1,0,0,27
528,0,0,1,0,1,0,0,27
1380,0,0,1,0,1,0,0,27
219,0,0,1,0,1,0,0,27
175,0,0,1,0,1,0,0,27
478,0,0,1,0,1,0,0,27
1162,0,0,1,0,1,0,0,27
275,0,0,0,1,1,0,0,27
344,1,0,0,0,1,0,0,27
552,1,0,0,0,1,0,0,27
901,1,0,0,0,1,0,0,27
294,1,0,0,0,1,0,0,27
218,1,0,0,0,1,0,0,27
353,1,0,0,0,1,0,0,27
1397,1,0,0,0,1,0,0,27
450,1,0,0,0,1,0,0,27
1202,1,0,0,0,1,0,0,27
261,1,0,0,0,1,0,0,27
651,1,0,0,0,1,0,0,27
338,0,1,0,0,1,0,0,27
2195,0,1,0,0,1,0,0,27
258,0,1,0,0,1,0,0,27
69,0,1,0,0,1,0,0,27
683,0,1,0,0,1,0,0,27
320,0,1,0,0,1,0,0,27
686,0,1,0,0,1,0,0,27
968,0,1,0,0,1,0,0,27
2777,0,1,0,0,1,0,0,27
446,0,0,1,0,1,0,0,27
1193,0,0,1,0,1,0,0,27
1057,0,0,1,0,1,0,0,27
480,0,0,1,0,1,0,0,27
1155,0,0,1,0,1,0,0,27
528,0,0,1,0,1,0,0,27
1184,0,0,1,0,1,0,0,27
483,0,0,1,0,1,0,0,27
303,0,0,0,1,0,1,0,27
642,0,0,0,1,0,1,0,27
575,1,0,0,0,0,1,0,27
1117,1,0,0,0,0,1,0,27
1596,1,0,0,0,0,1,0,27
477,1,0,0,0,0,1,0,27
820,0,1,0,0,0,1,0,27
728,0,1,0,0,0,1,0,27
597,0,1,0,0,0,1,0,27
305,0,1,0,0,0,1,0,27
1993,0,1,0,0,0,1,0,27
572,0,1,0,0,0,1,0,27
643,0,0,1,0,0,1,0,27
631,1,0,0,0,0,1,0,27
1495,1,0,0,0,0,1,0,27
1649,1,0,0,0,0,1,0,27
485,0,1,0,0,0,1,0,27
1449,0,1,0,0,0,1,0,27
431,0,1,0,0,0,1,0,27
716,0,0,1,0,0,1,0,27
463,0,0,1,0,0,1,0,27
303,1,0,0,0,1,0,0,27
462,1,0,0,0,1,0,0,27
481,1,0,0,0,1,0,0,27
1123,1,0,0,0,1,0,0,27
1428,1,0,0,0,1,0,0,27
216,1,0,0,0,1,0,0,27
351,1,0,0,0,1,0,0,27
1373,1,0,0,0,1,0,0,27
1009,1,0,0,0,1,0,0,27
569,0,1,0,0,1,0,0,27
294,0,1,0,0,1,0,0,27
1631,0,1,0,0,1,0,0,27
301,0,1,0,0,1,0,0,27
96,0,1,0,0,1,0,0,27
644,0,1,0,0,1,0,0,27
526,0,1,0,0,1,0,0,27
648,0,1,0,0,1,0,0,27
62,0,1,0,0,1,0,0,27
640,0,1,0,0,1,0,0,27
957,0,0,1,0,1,0,0,27
755,0,0,1,0,1,0,0,27
232,0,0,1,0,1,0,0,27
1329,0,0,1,0,1,0,0,27
991,0,0,1,0,1,0,0,27
629,0,0,1,0,1,0,0,27
1775,0,0,1,0,1,0,0,27
390,0,0,1,0,1,0,0,27
485,1,0,0,0,1,0,0,27
1125,1,0,0,0,1,0,0,27
327,1,0,0,0,1,0,0,27
342,1,0,0,0,1,0,0,27
700,1,0,0,0,1,0,0,27
914,1,0,0,0,1,0,0,27
648,1,0,0,0,1,0,0,27
721,1,0,0,0,1,0,0,27
274,1,0,0,0,1,0,0,27
503,0,1,0,0,1,0,0,27
915,0,1,0,0,1,0,0,27
325,0,1,0,0,1,0,0,27
276,0,1,0,0,1,0,0,27
606,0,1,0,0,1,0,0,27
491,0,1,0,0,1,0,0,27
740,0,1,0,0,1,0,0,27
165,0,1,0,0,1,0,0,27
1511,0,1,0,0,1,0,0,27
1399,0,1,0,0,1,0,0,27
523,0,1,0,0,1,0,0,27
895,0,1,0,0,1,0,0,27
353,0,0,1,0,1,0,0,27
992,0,0,1,0,1,0,0,27
1428,0,0,1,0,1,0,0,27
1133,0,0,1,0,1,0,0,27
1060,0,0,1,0,1,0,0,27
1015,0,0,1,0,1,0,0,27
501,0,0,1,0,1,0,0,27
1375,0,0,1,0,1,0,0,27
238,0,0,1,0,1,0,0,27
748,0,0,1,0,1,0,0,27
960,0,0,1,0,1,0,0,27
1102,0,0,1,0,1,0,0,27
669,0,0,1,0,1,0,0,27
1079,0,0,1,0,1,0,0,27
927,0,0,1,0,1,0,0,27
251,0,0,1,0,1,0,0,27
678,0,0,1,0,1,0,0,27
738,0,0,1,0,1,0,0,27
267,0,0,1,0,1,0,0,27
928,1,0,0,0,1,0,0,27
571,1,0,0,0,1,0,0,27
701,1,0,0,0,1,0,0,27
392,1,0,0,0,1,0,0,27
358,1,0,0,0,1,0,0,27
466,1,0,0,0,1,0,0,27
584,1,0,0,0,1,0,0,27
837,1,0,0,0,1,0,0,27
836,1,0,0,0,1,0,0,27
795,1,0,0,0,1,0,0,27
592,1,0,0,0,1,0,0,27
718,0,1,0,0,1,0,0,27
310,0,1,0,0,1,0,0,27
364,0,1,0,0,1,0,0,27
929,0,1,0,0,1,0,0,27
228,0,1,0,0,1,0,0,27
1515,0,1,0,0,1,0,0,27
883,0,1,0,0,1,0,0,27
1070,0,1,0,0,1,0,0,27
602,0,0,1,0,1,0,0,27
598,0,0,1,0,1,0,0,27
593,0,0,1,0,1,0,0,27
265,0,0,1,0,1,0,0,27
1292,0,0,1,0,1,0,0,27
949,0,0,1,0,1,0,0,27
975,0,0,1,0,1,0,0,27
502,0,0,1,0,1,0,0,27
781,0,0,1,0,1,0,0,27
1154,0,0,1,0,1,0,0,27
1532,0,0,1,0,1,0,0,27
481,0,0,1,0,1,0,0,27
601,0,0,1,0,1,0,0,27
574,0,0,1,0,1,0,0,27
790,0,0,1,0,1,0,0,27
558,0,0,1,0,1,0,0,27
293,0,0,1,0,1,0,0,27
456,0,0,1,0,1,0,0,27
510,0,0,1,0,1,0,0,27
413,0,0,1,0,1,0,0,27
1474,0,0,0,1,1,0,0,27
519,1,0,0,0,1,0,0,27
438,1,0,0,0,1,0,0,27
504,1,0,0,0,1,0,0,27
129,1,0,0,0,1,0,0,27
650,1,0,0,0,1,0,0,27
316,1,0,0,0,1,0,0,27
243,1,0,0,0,1,0,0,27
1113,1,0,0,0,1,0,0,27
847,1,0,0,0,1,0,0,27
584,1,0,0,0,1,0,0,27
282,1,0,0,0,1,0,0,27
277,0,1,0,0,1,0,0,27
661,0,1,0,0,1,0,0,27
884,0,1,0,0,1,0,0,27
680,0,1,0,0,1,0,0,27
549,0,1,0,0,1,0,0,27
333,0,1,0,0,1,0,0,27
774,0,1,0,0,1,0,0,27
683,0,1,0,0,1,0,0,27
713,0,1,0,0,1,0,0,27
540,0,0,1,0,1,0,0,27
1202,0,0,1,0,1,0,0,27
552,0,0,1,0,1,0,0,27
1171,0,0,1,0,1,0,0,27
389,0,0,1,0,1,0,0,27
364,0,0,1,0,1,0,0,27
1128,0,0,1,0,1,0,0,27
920,0,0,1,0,1,0,0,27
640,0,0,1,0,1,0,0,27
473,0,0,1,0,1,0,0,27
443,0,0,1,0,1,0,0,27
1410,0,0,0,1,1,0,0,27
247,0,0,0,1,1,0,0,27
559,1,0,0,0,1,0,0,27
478,1,0,0,0,1,0,0,27
507,1,0,0,0,1,0,0,27
329,1,0,0,0,1,0,0,27
155,1,0,0,0,1,0,0,27
527,1,0,0,0,1,0,0,27
1384,1,0,0,0,1,0,0,27
288,1,0,0,0,1,0,0,27
1128,0,1,0,0,1,0,0,27
336,0,1,0,0,1,0,0,27
298,0,1,0,0,1,0,0,27
574,0,1,0,0,1,0,0,27
1202,0,1,0,0,1,0,0,27
230,0,1,0,0,1,0,0,27
488,0,1,0,0,1,0,0,27
1292,0,1,0,0,1,0,0,27
255,0,1,0,0,1,0,0,27
217,0,1,0,0,1,0,0,27
1019,0,1,0,0,1,0,0,27
597,0,0,0,1,0,1,0,27
424,1,0,0,0,0,1,0,27
25,1,0,0,0,0,1,0,27
239,1,0,0,0,0,1,0,27
310,1,0,0,0,0,1,0,27
358,1,0,0,0,0,1,0,27
460,1,0,0,0,0,1,0,27
782,1,0,0,0,0,1,0,27
274,1,0,0,0,0,1,0,27
806,0,1,0,0,0,1,0,27
806,0,1,0,0,0,1,0,27
823,0,1,0,0,0,1,0,27
202,0,1,0,0,0,1,0,27
893,0,1,0,0,0,1,0,27
832,0,1,0,0,0,1,0,27
799,0,1,0,0,0,1,0,27
1742,0,1,0,0,0,1,0,27
878,0,1,0,0,0,1,0,27
906,0,1,0,0,0,1,0,27
1472,0,1,0,0,0,1,0,27
997,0,1,0,0,0,1,0,27
176,0,1,0,0,0,1,0,27
385,0,1,0,0,0,1,0,27
345,0,0,1,0,0,1,0,27
1531,0,0,1,0,0,1,0,27
1986,0,0,1,0,0,1,0,27
486,0,0,1,0,0,1,0,27
794,0,0,1,0,0,1,0,27
648,0,0,1,0,0,1,0,27
881,0,0,1,0,0,1,0,27
312,0,0,1,0,0,1,0,27
194,1,0,0,0,0,1,0,27
1145,1,0,0,0,0,1,0,27
1304,1,0,0,0,0,1,0,27
516,1,0,0,0,0,1,0,27
520,1,0,0,0,0,1,0,27
368,1,0,0,0,0,1,0,27
508,1,0,0,0,0,1,0,27
1095,1,0,0,0,0,1,0,27
265,1,0,0,0,0,1,0,27
411,0,1,0,0,0,1,0,27
571,0,1,0,0,0,1,0,27
1093,0,1,0,0,0,1,0,27
779,0,1,0,0,0,1,0,27
479,0,0,1,0,0,1,0,27
1010,0,0,1,0,0,1,0,27
330,0,0,1,0,0,1,0,27
287,1,0,0,0,1,0,0,27
765,1,0,0,0,1,0,0,27
979,1,0,0,0,1,0,0,27
1048,1,0,0,0,1,0,0,27
310,1,0,0,0,1,0,0,27
450,1,0,0,0,1,0,0,27
255,1,0,0,0,1,0,0,27
281,0,1,0,0,1,0,0,27
277,0,1,0,0,1,0,0,27
340,0,1,0,0,1,0,0,27
932,0,1,0,0,1,0,0,27
244,0,1,0,0,1,0,0,27
219,0,1,0,0,1,0,0,27
1489,0,1,0,0,1,0,0,27
663,0,1,0,0,1,0,0,27
305,0,1,0,0,1,0,0,27
1753,0,1,0,0,1,0,0,27
595,0,1,0,0,1,0,0,27
867,0,1,0,0,1,0,0,27
1110,0,0,1,0,1,0,0,27
1646,0,0,1,0,1,0,0,27
920,0,0,1,0,1,0,0,27
958,0,0,1,0,1,0,0,27
1011,0,0,1,0,1,0,0,27
653,0,0,1,0,1,0,0,27
1385,0,0,1,0,1,0,0,27
726,0,0,1,0,1,0,0,27
1740,0,0,1,0,1,0,0,27
271,0,0,1,0,1,0,0,27
430,0,0,1,0,1,0,0,27
437,0,0,1,0,1,0,0,27
762,0,0,1,0,1,0,0,27
396,0,0,1,0,1,0,0,27
556,1,0,0,0,1,0,0,27
1306,1,0,0,0,1,0,0,27
451,1,0,0,0,1,0,0,27
674,1,0,0,0,1,0,0,27
965,1,0,0,0,1,0,0,27
294,1,0,0,0,1,0,0,27
258,1,0,0,0,1,0,0,27
518,1,0,0,0,1,0,0,27
666,1,0,0,0,1,0,0,27
542,1,0,0,0,1,0,0,27
890,1,0,0,0,1,0,0,27
1393,1,0,0,0,1,0,0,27
232,1,0,0,0,1,0,0,27
1747,1,0,0,0,1,0,0,27
551,0,1,0,0,1,0,0,27
268,0,1,0,0,1,0,0,27
762,0,1,0,0,1,0,0,27
1246,0,1,0,0,1,0,0,27
548,0,1,0,0,1,0,0,27
525,0,1,0,0,1,0,0,27
674,0,1,0,0,1,0,0,27
562,0,1,0,0,1,0,0,27
1481,0,1,0,0,1,0,0,27
249,0,0,1,0,1,0,0,27
949,0,0,1,0,1,0,0,27
1070,0,0,1,0,1,0,0,27
147,0,0,1,0,1,0,0,27
397,0,0,1,0,1,0,0,27
931,0,0,1,0,1,0,0,27
499,0,0,1,0,1,0,0,27
999,0,0,1,0,1,0,0,27
692,0,0,1,0,1,0,0,27
917,0,0,1,0,1,0,0,27
1372,0,0,1,0,1,0,0,27
715,0,0,1,0,1,0,0,27
469,0,0,1,0,1,0,0,27
946,0,0,1,0,1,0,0,27
873,0,0,1,0,1,0,0,27
360,0,0,1,0,1,0,0,27
566,0,0,1,0,1,0,0,27
625,0,0,1,0,1,0,0,27
1296,0,0,1,0,1,0,0,27
389,0,0,1,0,1,0,0,27
127,1,0,0,0,1,0,0,27
271,1,0,0,0,1,0,0,27
829,1,0,0,0,1,0,0,27
1154,1,0,0,0,1,0,0,27
310,1,0,0,0,1,0,0,27
432,1,0,0,0,1,0,0,27
707,1,0,0,0,1,0,0,27
261,0,1,0,0,1,0,0,27
367,0,1,0,0,1,0,0,27
298,0,1,0,0,1,0,0,27
492,0,1,0,0,1,0,0,27
613,0,1,0,0,1,0,0,27
242,0,1,0,0,1,0,0,27
745,0,1,0,0,1,0,0,27
1674,0,1,0,0,1,0,0,27
1340,0,1,0,0,1,0,0,27
352,0,1,0,0,1,0,0,27
926,0,1,0,0,1,0,0,27
2454,0,1,0,0,1,0,0,27
576,0,0,1,0,1,0,0,27
874,0,0,1,0,1,0,0,27
603,0,0,1,0,1,0,0,27
375,0,0,1,0,1,0,0,27
194,0,0,1,0,1,0,0,27
947,0,0,1,0,1,0,0,27
1218,0,0,1,0,1,0,0,27
225,0,0,1,0,1,0,0,27
1008,0,0,1,0,1,0,0,27
529,0,0,1,0,1,0,0,27
1243,0,0,1,0,1,0,0,27
1455,0,0,1,0,1,0,0,27
37897,0,0,1,0,1,0,0,27
589,0,0,1,0,1,0,0,27
986,0,0,1,0,1,0,0,27
687,0,0,1,0,1,0,0,27
4121,1,0,0,0,1,0,0,27
226,1,0,0,0,1,0,0,27
354,1,0,0,0,1,0,0,27
448,1,0,0,0,1,0,0,27
637,1,0,0,0,1,0,0,27
452,1,0,0,0,1,0,0,27
199,1,0,0,0,1,0,0,27
1795,1,0,0,0,1,0,0,27
455,1,0,0,0,1,0,0,27
242,1,0,0,0,1,0,0,27
333,1,0,0,0,1,0,0,27
559,1,0,0,0,1,0,0,27
228,1,0,0,0,1,0,0,27
391,0,1,0,0,1,0,0,27
753,0,1,0,0,1,0,0,27
1270,0,1,0,0,1,0,0,27
313,0,1,0,0,1,0,0,27
1158,0,1,0,0,1,0,0,27
364,0,1,0,0,1,0,0,27
382,0,1,0,0,1,0,0,27
1119,0,1,0,0,1,0,0,27
427,0,1,0,0,1,0,0,27
295,0,1,0,0,1,0,0,27
590,0,1,0,0,1,0,0,27
1586,0,1,0,0,1,0,0,27
1341,0,1,0,0,1,0,0,27
723,0,1,0,0,1,0,0,27
864,0,0,1,0,1,0,0,27
995,0,0,1,0,1,0,0,27
498,0,0,1,0,1,0,0,27
841,0,0,1,0,1,0,0,27
344,0,0,1,0,1,0,0,27
925,0,0,1,0,1,0,0,27
941,0,0,1,0,1,0,0,27
1486,0,0,1,0,1,0,0,27
713,0,0,0,1,1,0,0,27
121,1,0,0,0,1,0,0,27
878,1,0,0,0,1,0,0,27
288,1,0,0,0,1,0,0,27
251,1,0,0,0,1,0,0,27
589,1,0,0,0,1,0,0,27
801,1,0,0,0,1,0,0,27
801,1,0,0,0,1,0,0,27
553,1,0,0,0,1,0,0,27
797,1,0,0,0,1,0,0,27
846,1,0,0,0,1,0,0,27
613,1,0,0,0,1,0,0,27
1290,1,0,0,0,1,0,0,27
477,0,1,0,0,1,0,0,27
822,0,1,0,0,1,0,0,27
1176,0,1,0,0,1,0,0,27
192,0,1,0,0,1,0,0,27
869,0,1,0,0,1,0,0,27
424,0,1,0,0,1,0,0,27
1076,0,1,0,0,1,0,0,27
301,0,1,0,0,1,0,0,27
559,0,1,0,0,1,0,0,27
574,0,1,0,0,1,0,0,27
674,0,1,0,0,1,0,0,27
247,0,1,0,0,1,0,0,27
835,0,1,0,0,1,0,0,27
1135,0,1,0,0,1,0,0,27
1513,0,1,0,0,1,0,0,27
567,0,1,0,0,1,0,0,27
760,0,1,0,0,1,0,0,27
787,0,1,0,0,1,0,0,27
963,0,1,0,0,1,0,0,27
1040,0,1,0,0,1,0,0,27
1217,0,0,1,0,1,0,0,27
643,0,0,1,0,1,0,0,27
787,0,0,1,0,1,0,0,27
597,0,0,1,0,1,0,0,27
291,0,0,1,0,1,0,0,27
910,0,0,1,0,1,0,0,27
224,0,0,1,0,1,0,0,27
1938,0,0,1,0,1,0,0,27
687,0,0,1,0,1,0,0,27
310,0,0,1,0,1,0,0,27
212,0,0,1,0,1,0,0,27
521,0,0,1,0,1,0,0,27
253,1,0,0,0,0,1,0,27
723,1,0,0,0,0,1,0,27
504,1,0,0,0,0,1,0,27
238,1,0,0,0,0,1,0,27
397,1,0,0,0,0,1,0,27
423,1,0,0,0,0,1,0,27
625,0,1,0,0,0,1,0,27
815,0,1,0,0,0,1,0,27
443,0,1,0,0,0,1,0,27
315,0,1,0,0,0,1,0,27
478,0,1,0,0,0,1,0,27
463,0,1,0,0,0,1,0,27
221,0,1,0,0,0,1,0,27
641,0,1,0,0,0,1,0,27
243,0,0,1,0,0,1,0,27
1994,0,0,1,0,0,1,0,27
601,0,0,1,0,0,1,0,27
784,0,0,1,0,0,1,0,27
434,1,0,0,0,0,1,0,27
1298,1,0,0,0,0,1,0,27
608,1,0,0,0,0,1,0,27
1036,1,0,0,0,0,1,0,27
610,1,0,0,0,0,1,0,27
836,1,0,0,0,0,1,0,27
992,1,0,0,0,0,1,0,27
249,1,0,0,0,0,1,0,27
437,1,0,0,0,0,1,0,27
1255,0,1,0,0,0,1,0,27
1399,0,1,0,0,0,1,0,27
1200,0,1,0,0,0,1,0,27
883,0,1,0,0,0,1,0,27
973,0,1,0,0,0,1,0,27
1447,0,1,0,0,0,1,0,27
431,0,1,0,0,0,1,0,27
438,0,1,0,0,0,1,0,27
631,0,1,0,0,0,1,0,27
1572,0,1,0,0,0,1,0,27
1199,0,1,0,0,0,1,0,27
1326,0,1,0,0,0,1,0,27
1719,0,1,0,0,0,1,0,27
780,0,1,0,0,0,1,0,27
626,0,1,0,0,0,1,0,27
1037,0,0,1,0,0,1,0,27
493,0,0,1,0,0,1,0,27
634,0,0,1,0,0,1,0,27
462,0,0,1,0,0,1,0,27
411,0,0,1,0,0,1,0,27
523,0,0,1,0,0,1,0,27
1537,0,0,1,0,0,1,0,27
923,0,0,1,0,0,1,0,27
493,1,0,0,0,1,0,0,27
582,1,0,0,0,1,0,0,27
529,1,0,0,0,1,0,0,27
587,1,0,0,0,1,0,0,27
977,1,0,0,0,1,0,0,27
797,1,0,0,0,1,0,0,27
697,1,0,0,0,1,0,0,27
1121,0,1,0,0,1,0,0,27
874,0,1,0,0,1,0,0,27
570,0,1,0,0,1,0,0,27
220,0,1,0,0,1,0,0,27
968,0,1,0,0,1,0,0,27
1420,0,1,0,0,1,0,0,27
414,0,1,0,0,1,0,0,27
966,0,0,1,0,1,0,0,27
717,0,0,1,0,1,0,0,27
1064,0,0,1,0,1,0,0,27
181,0,0,1,0,1,0,0,27
611,0,0,1,0,1,0,0,27
374,0,0,1,0,1,0,0,27
564,0,0,1,0,1,0,0,27
1050,0,0,1,0,1,0,0,27
920,0,0,1,0,1,0,0,27
889,0,0,1,0,1,0,0,27
1095,0,0,1,0,1,0,0,27
850,0,0,1,0,1,0,0,27
1441,0,0,1,0,1,0,0,27
1141,0,0,1,0,1,0,0,27
749,0,0,1,0,1,0,0,27
338,1,0,0,0,1,0,0,27
507,1,0,0,0,1,0,0,27
34,1,0,0,0,1,0,0,27
485,1,0,0,0,1,0,0,27
504,1,0,0,0,1,0,0,27
200,1,0,0,0,1,0,0,27
381,1,0,0,0,1,0,0,27
1029,1,0,0,0,1,0,0,27
472,1,0,0,0,1,0,0,27
992,0,1,0,0,1,0,0,27
1369,0,1,0,0,1,0,0,27
342,0,1,0,0,1,0,0,27
2235,0,1,0,0,1,0,0,27
1163,0,1,0,0,1,0,0,27
1748,0,1,0,0,1,0,0,27
325,0,1,0,0,1,0,0,27
192,0,1,0,0,1,0,0,27
270,0,1,0,0,1,0,0,27
1413,0,1,0,0,1,0,0,27
550,0,1,0,0,1,0,0,27
687,0,1,0,0,1,0,0,27
5,0,1,0,0,1,0,0,27
334,0,1,0,0,1,0,0,27
766,0,1,0,0,1,0,0,27
945,0,1,0,0,1,0,0,27
1418,0,0,1,0,1,0,0,27
1023,0,0,1,0,1,0,0,27
1468,0,0,1,0,1,0,0,27
480,0,0,1,0,1,0,0,27
182,0,0,1,0,1,0,0,27
351,0,0,1,0,1,0,0,27
1093,0,0,1,0,1,0,0,27
491,0,0,1,0,1,0,0,27
1214,0,0,1,0,1,0,0,27
843,0,0,1,0,1,0,0,27
572,0,0,1,0,1,0,0,27
502,0,0,1,0,1,0,0,27
1400,0,0,1,0,1,0,0,27
1160,0,0,1,0,1,0,0,27
945,0,0,1,0,1,0,0,27
637,1,0,0,0,1,0,0,27
1292,1,0,0,0,1,0,0,27
928,1,0,0,0,1,0,0,27
497,1,0,0,0,1,0,0,27
961,1,0,0,0,1,0,0,27
834,1,0,0,0,1,0,0,27
503,1,0,0,0,1,0,0,27
768,1,0,0,0,1,0,0,27
1125,1,0,0,0,1,0,0,27
802,1,0,0,0,1,0,0,27
826,0,1,0,0,1,0,0,27
680,0,1,0,0,1,0,0,27
620,0,1,0,0,1,0,0,27
869,0,1,0,0,1,0,0,27
291,0,1,0,0,1,0,0,27
723,0,1,0,0,1,0,0,27
629,0,1,0,0,1,0,0,27
201,0,1,0,0,1,0,0,27
221,0,1,0,0,1,0,0,27
900,0,1,0,0,1,0,0,27
1033,0,1,0,0,1,0,0,27
