Vandal,Minor,LoggedIn,HTTP,NumWordsAdded,NumWordsRemoved
0,0,0,0,0,0
0,0,1,0,0,4
0,0,1,0,1,1
0,0,1,0,1,0
0,0,1,0,0,0
0,0,1,0,0,18
0,0,1,0,1,1
0,0,1,0,0,1
0,0,1,0,0,0
0,1,1,0,1,1
0,1,1,0,0,2
0,0,1,0,0,0
0,0,1,0,3,1
0,1,1,0,0,0
0,0,1,0,1,0
0,0,1,0,2,0
0,1,1,0,1,0
0,0,0,0,0,0
0,0,1,0,0,13
0,1,1,0,0,1
0,0,1,1,6,1
0,0,1,0,0,0
0,0,1,0,0,1
0,1,1,0,0,1
0,0,0,0,0,0
0,1,1,0,0,3
0,1,1,0,1,0
0,0,1,0,0,1
0,0,1,0,2,0
0,1,1,0,8,1
0,1,1,0,1,0
0,0,0,0,1,0
0,0,1,0,0,3
0,0,1,0,0,0
0,0,1,0,0,5
0,1,1,0,0,0
0,0,0,0,2,0
0,0,1,0,4,35
0,0,1,0,0,0
0,1,1,0,0,1
0,0,1,0,0,5
0,0,1,0,0,6
0,1,1,0,12,0
0,1,1,0,0,0
0,0,1,0,0,3
0,0,1,0,0,12
0,1,1,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,1,1,0,2,0
0,1,1,0,0,0
0,1,1,0,1,1
0,0,1,0,3,2
0,1,1,0,0,2
0,0,0,0,0,0
0,0,1,0,0,2
0,0,1,0,0,0
0,0,1,0,2,1
0,1,1,0,0,3
0,0,1,0,12,0
0,1,1,0,0,13
0,0,1,0,4,3
0,1,1,0,0,0
0,0,1,0,1,0
0,0,0,0,0,0
0,1,1,0,2,2
0,1,1,0,0,0
0,1,1,0,0,1
0,0,1,0,1,1
0,0,1,0,1,1
0,0,1,0,2,7
0,0,1,0,1,0
0,0,1,0,2,2
0,0,0,0,0,1
0,0,0,0,0,0
0,0,1,0,6,8
0,1,1,0,0,0
0,1,1,0,0,12
0,0,1,0,0,0
0,1,1,0,0,3
0,0,0,0,0,0
0,0,1,0,0,1
0,0,0,0,1,1
0,1,1,0,0,1
0,1,1,0,0,0
0,0,1,0,0,8
0,0,1,0,6,0
0,0,0,0,0,0
0,0,1,0,0,30
0,0,1,0,1,1
0,0,1,0,1,0
0,0,1,0,1,6
0,0,1,0,0,1
0,0,1,0,1,1
0,0,1,0,1,0
0,0,1,0,0,6
0,0,1,0,0,0
0,0,1,0,0,1
0,0,1,0,1,1
0,0,1,0,0,0
0,1,1,0,0,3
0,0,1,0,26,2
0,0,1,0,0,0
0,1,1,0,1,0
0,0,1,0,9,5
0,0,1,0,5,4
0,0,1,0,6,6
0,1,1,0,0,1
0,0,1,0,0,0
0,1,1,0,1,3
0,0,0,0,0,0
0,1,1,0,0,1
0,1,1,0,1,1
0,1,1,1,2,6
0,0,1,0,1,0
0,0,1,0,53,12
0,0,1,0,0,0
0,0,1,0,15,0
0,0,1,0,0,0
0,0,1,0,6,0
0,0,0,0,0,1
0,0,1,0,0,0
0,0,1,0,9,5
0,1,1,0,0,8
0,1,1,0,0,3
0,1,1,0,0,0
0,0,1,0,1,0
0,0,1,0,0,2
0,0,1,0,1,0
0,0,1,0,0,0
0,0,1,0,0,1
0,1,1,0,0,11
0,0,0,0,2,2
0,1,1,0,1,0
0,1,1,0,0,0
0,1,1,0,0,0
0,0,1,0,0,4
0,1,1,0,0,2
0,0,1,0,1,0
0,0,1,0,1,0
0,0,0,0,0,0
0,1,1,0,2,5
0,1,1,0,1,4
0,0,0,0,0,0
0,0,1,0,1,1
0,1,1,0,1,3
0,0,0,0,1,1
0,1,1,0,1,0
0,0,0,0,0,0
0,1,1,0,5,4
0,0,1,1,9,0
0,0,1,0,0,0
0,0,0,0,1,1
0,0,1,0,0,1
0,0,1,0,0,1
0,0,1,0,0,0
0,0,1,0,0,1
0,0,1,0,0,6
0,0,1,0,0,6
0,0,1,0,0,0
0,1,1,0,1,2
0,1,1,0,0,1
0,0,1,0,0,0
0,0,1,0,2,0
0,0,1,0,19,2
0,0,1,0,1,0
0,0,1,0,2,0
0,0,1,0,42,0
0,1,1,0,0,0
0,0,1,0,27,0
0,0,1,0,1,0
0,0,1,0,6,0
0,0,1,0,26,0
0,1,1,0,1,1
0,0,1,0,1,0
0,0,1,0,16,0
0,0,1,0,2,1
0,0,1,0,0,8
0,1,1,0,0,8
0,0,0,0,0,2
0,0,0,0,0,0
0,1,1,0,1,2
0,0,1,0,0,0
0,0,1,0,0,3
0,1,1,0,1,3
0,0,1,1,8,2
0,0,1,0,0,2
0,0,1,0,2,0
0,0,1,0,1,0
0,0,1,0,0,0
0,0,1,0,5,1
0,1,1,0,0,0
0,0,1,0,0,2
0,0,1,0,0,0
0,0,1,0,2,2
0,0,1,0,0,0
0,0,1,0,22,6
0,0,1,0,0,0
0,0,1,0,3,0
0,0,1,0,4,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,1,0,1,0
0,1,1,0,1,1
0,0,0,0,2,0
0,0,0,0,0,0
0,0,1,0,15,43
0,0,1,0,2,1
0,0,1,0,1,4
0,0,1,0,0,4
0,1,1,0,1,1
0,1,1,0,1,1
0,1,1,0,0,1
0,0,1,0,3,0
0,0,1,0,0,0
0,1,1,0,0,1
0,1,1,0,1,2
0,0,1,0,1,7
0,0,1,0,0,19
0,0,1,0,97,0
0,0,1,1,116,0
0,0,1,0,2,1
0,0,1,0,5,0
0,0,1,0,0,1
0,0,1,0,9,0
0,0,1,1,25,7
0,0,1,0,0,1
0,0,1,0,7,2
0,0,1,0,4,2
0,0,1,0,0,1
0,0,1,0,0,0
0,0,1,0,13,0
0,0,1,0,0,0
0,0,1,0,14,5
0,0,1,0,4,0
0,0,1,0,2,0
0,0,1,0,1,1
0,0,1,0,1,1
0,0,1,1,9,8
0,0,1,0,1,2
0,0,1,0,0,0
0,0,1,0,5,7
0,0,1,0,7,0
0,0,1,0,0,1
0,0,1,1,5,4
0,0,1,0,1,1
0,0,1,0,3,4
0,0,1,0,4,26
0,0,1,0,4,0
0,0,1,0,1,2
0,0,1,0,2,0
0,1,1,0,4,3
0,0,1,0,1,0
0,0,1,0,5,0
0,0,1,0,10,1
0,0,1,0,3,0
0,0,1,0,1,1
0,0,1,0,1,2
0,0,1,0,1,0
0,0,1,0,1,5
0,0,1,0,1,1
0,0,1,0,0,0
0,0,1,0,1,0
0,0,1,0,1,1
0,0,1,0,3,0
0,0,1,0,6,1
0,0,1,0,3,0
0,0,1,0,1,1
0,0,1,0,2,2
0,0,1,0,14,6
0,0,1,0,6,0
0,1,1,0,0,0
0,0,1,0,1,0
0,0,1,0,0,0
0,0,1,0,18,0
0,0,1,0,1,0
0,0,1,0,0,0
0,0,1,0,1,0
0,0,1,0,1,1
0,1,1,0,1,1
0,0,1,0,0,0
0,0,1,0,3,7
0,0,1,0,4,0
0,0,1,0,1,6
0,0,1,0,4,0
0,0,1,0,11,1
0,0,1,0,0,0
0,0,1,0,0,64
0,0,1,0,1,1
0,0,1,0,3,4
0,1,1,0,0,0
0,0,1,0,0,4
0,0,1,0,21,0
0,0,1,0,10,35
0,0,1,0,10,0
0,0,1,0,6,0
0,0,1,0,7,0
0,0,1,0,22,0
0,0,1,0,2,1
0,0,1,0,2,0
0,1,1,0,1,1
0,0,1,0,0,0
0,0,1,0,8,1
0,1,1,0,0,0
0,0,1,1,1,1
0,0,1,0,0,0
0,0,1,0,1,0
0,1,1,0,1,1
0,1,1,0,0,0
0,0,1,0,1,0
0,0,1,0,23,0
0,0,1,0,1,1
0,0,1,0,2,0
0,0,1,0,10,8
0,0,1,0,8,0
0,0,1,0,1,0
0,0,1,0,0,0
0,0,1,0,4,0
0,0,1,0,14,5
0,0,1,0,4,2
0,0,1,0,7,12
0,0,1,0,6,4
0,0,1,0,5,2
0,0,1,0,1,1
0,0,1,0,1,1
0,0,1,0,3,0
0,0,1,0,8,3
0,1,1,0,40,40
0,0,1,0,10,0
0,0,1,0,1,1
0,0,1,0,1,1
0,0,1,0,0,9
0,0,1,0,8,8
0,0,1,0,4,0
0,0,1,0,12,3
0,0,1,0,0,7
0,0,1,0,1,1
0,0,1,1,7,0
0,0,1,0,1,1
0,1,1,0,2,2
0,0,1,0,1,0
0,1,1,0,0,0
0,0,1,0,0,34
0,1,1,0,0,3
0,1,1,0,0,0
0,0,1,0,2,1
0,0,1,0,2,1
0,0,1,0,0,2
0,0,1,0,5,2
0,0,1,0,3,0
0,0,1,0,15,1
0,0,1,0,2,2
0,0,1,0,2,2
0,0,1,0,0,0
0,0,1,0,1,1
0,0,1,0,6,0
0,0,1,0,4,1
0,0,1,0,2,1
0,1,1,0,0,0
0,0,1,0,3,0
0,0,1,0,8,2
0,0,1,0,0,0
0,1,1,0,0,1
0,0,1,0,3,1
0,0,1,0,1,1
0,0,1,0,0,0
0,0,1,0,3,3
0,0,1,0,21,1
0,1,1,0,2,3
0,0,1,0,0,1
0,0,1,0,0,18
0,0,1,0,11,0
0,0,1,0,0,0
0,0,1,0,1,0
0,0,1,0,0,0
0,0,1,0,8,0
0,1,1,0,1,1
0,0,1,0,1,1
0,0,1,0,2,0
0,0,1,0,0,0
0,0,1,0,0,1
0,0,1,0,4,2
0,0,1,0,10,1
0,0,1,0,2,1
0,0,1,0,0,5
0,0,1,0,4,0
0,0,1,0,1,1
0,0,1,0,4,3
0,1,1,0,0,0
0,1,1,0,2,2
0,0,1,0,6,1
0,0,1,0,4,0
0,0,1,0,1,1
0,1,1,0,1,1
0,1,1,0,1,1
0,0,1,0,31,4
0,0,1,0,0,1
0,0,1,0,10,1
0,0,1,0,1,0
0,0,1,0,1,1
0,0,1,0,1,1
0,0,1,0,1,1
0,0,1,0,6,0
0,0,1,0,1,1
0,0,1,0,0,20
0,0,1,0,7,1
0,1,1,0,0,1
0,0,1,0,8,0
0,0,1,0,5,0
0,0,1,0,3,2
0,0,1,0,3,0
0,0,1,0,1,1
0,0,1,0,1,1
0,0,1,0,3,0
0,0,1,0,0,0
0,1,1,0,1,1
0,1,1,0,0,0
0,0,1,0,1,1
0,0,1,0,3,0
0,0,1,0,4,0
0,0,1,0,9,0
0,0,1,0,0,0
0,0,1,0,14,10
0,0,1,0,1,1
0,0,1,0,1,1
0,1,1,0,0,1
0,0,1,0,2,0
0,0,1,0,1,1
0,0,1,0,4,0
0,0,1,0,1,1
0,0,1,0,0,0
0,0,1,0,8,1
0,1,1,0,1,1
0,0,1,0,2,0
0,0,1,0,7,0
0,1,1,0,2,1
0,0,1,0,0,2
0,0,1,0,9,3
0,0,1,0,3,2
0,0,1,0,0,0
0,0,1,0,8,0
0,0,1,0,2,2
0,0,1,0,8,0
0,0,1,0,1,1
0,0,1,0,0,1
0,0,1,0,0,1
0,1,1,0,1,3
0,0,1,0,33,1
0,0,1,0,1,0
0,0,1,0,1,0
0,0,1,0,4,0
0,0,1,0,0,0
0,1,1,0,1,1
0,0,1,0,5,5
0,0,1,0,0,2
0,0,1,0,11,9
0,0,1,0,1,1
0,0,1,0,4,0
0,0,1,0,0,9
0,0,1,0,1,1
0,0,1,0,0,1
0,0,1,0,2,1
0,0,1,0,2,1
0,0,1,0,0,1
0,0,1,0,1,0
0,0,1,0,2,0
0,0,1,0,0,0
0,0,1,0,0,0
0,0,1,0,0,14
0,0,1,0,0,0
0,0,1,0,1,1
0,0,1,0,1,0
0,1,1,0,1,0
0,0,1,0,11,2
0,1,1,0,0,0
0,0,1,0,2,1
0,0,1,0,6,4
0,0,1,0,15,0
0,0,1,0,9,0
0,0,1,0,15,19
0,0,1,0,2,1
0,0,1,0,1,0
0,0,1,0,2,1
0,1,1,0,0,0
0,0,1,0,12,10
0,0,1,0,8,0
0,0,1,0,2,1
0,0,1,0,3,4
0,0,1,0,2,1
0,1,1,0,1,4
0,0,1,0,1,1
0,0,1,0,6,0
0,0,1,0,3,4
0,0,1,0,2,1
0,0,1,0,21,0
0,0,1,0,1,0
0,0,1,0,9,0
0,0,1,0,2,0
0,1,1,0,2,1
0,1,1,0,0,0
0,1,1,0,2,2
0,0,1,0,2,1
0,0,1,0,8,5
0,0,1,0,7,3
0,0,1,0,4,1
0,0,1,0,2,1
0,1,1,0,2,1
0,0,1,0,2,0
0,0,1,0,0,0
0,0,1,0,1,1
0,1,1,0,2,1
0,0,1,0,8,0
0,1,1,0,1,1
0,0,1,0,7,1
0,1,1,0,1,1
0,1,1,0,2,0
0,0,1,0,5,2
0,0,1,0,2,0
0,0,1,0,2,0
0,0,1,0,3,0
0,1,1,0,0,4
0,0,0,0,0,1
0,0,1,0,1,0
0,0,1,0,2,0
0,0,1,1,31,2
0,0,1,0,7,0
0,0,1,0,0,0
0,0,0,0,0,1
0,0,1,0,3,0
0,0,1,0,0,4
0,1,1,0,0,0
0,0,1,0,3,2
0,1,1,0,1,1
0,1,1,0,0,0
0,0,1,0,6,0
0,1,1,0,1,1
0,0,1,0,2,2
0,0,1,0,11,18
0,1,1,0,0,0
0,0,1,0,1,17
0,0,1,0,0,0
0,0,1,0,6,5
0,1,1,0,0,0
0,0,1,0,0,12
0,0,1,0,15,0
0,0,1,0,1,0
0,0,1,0,0,0
0,1,1,0,5,3
0,0,1,0,1,0
0,0,1,0,0,13
0,0,1,0,0,0
0,1,1,0,0,0
0,1,1,0,0,0
0,1,1,0,2,1
0,0,1,0,1,7
0,0,1,0,0,0
0,0,1,0,2,0
0,0,1,0,2,1
0,0,1,0,2,1
0,1,1,0,0,0
0,0,1,0,1,1
0,0,1,0,1,0
0,0,1,0,1,0
0,0,1,0,1,2
0,1,1,0,1,1
0,0,0,0,0,0
0,1,1,0,0,1
0,0,0,0,0,0
0,0,1,0,6,2
0,0,1,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,0,3,0
0,0,1,0,1,0
0,1,1,0,0,0
0,0,1,0,8,1
0,0,1,0,0,0
0,0,1,0,5,1
0,1,1,0,1,1
0,0,1,0,7,1
0,0,1,0,4,0
0,1,1,0,0,0
0,1,1,0,0,1
0,1,1,0,1,0
0,0,1,0,2,7
0,0,1,0,26,0
0,1,1,0,0,0
0,1,1,0,1,1
0,0,1,1,6,0
0,1,1,0,2,2
0,1,1,0,1,8
0,1,1,0,3,2
0,1,1,0,1,0
0,0,1,0,2,1
0,0,1,0,1,1
0,0,1,0,1,1
0,1,1,0,6,0
0,1,1,0,1,1
0,0,1,0,1,1
0,0,1,0,10,1
0,0,1,0,1,1
0,1,1,0,0,0
0,1,1,0,4,0
0,1,1,0,1,1
0,1,1,0,1,0
0,1,1,0,1,1
0,0,1,0,1,3
0,0,1,0,24,2
0,0,1,0,12,0
0,0,1,0,1,0
0,0,1,0,4,0
0,0,1,0,2,0
0,0,1,0,4,1
0,0,1,0,0,1
0,0,1,0,14,13
0,0,1,0,4,0
0,0,1,0,1,1
0,0,1,0,0,19
0,0,1,0,14,0
0,1,1,0,1,1
0,0,1,0,2,0
0,0,1,0,1,0
0,1,1,0,0,0
0,0,1,0,6,8
0,1,1,0,0,1
0,1,1,0,0,1
0,0,1,0,1,1
0,1,1,0,0,0
0,0,1,0,3,1
0,1,1,0,1,2
0,0,1,1,3,0
0,0,1,0,2,1
0,0,1,0,1,1
0,0,1,0,2,2
0,0,1,0,7,4
0,0,1,0,1,1
0,0,1,0,10,0
0,1,1,0,1,1
0,1,1,0,0,1
0,0,1,0,2,0
0,0,1,0,1,1
0,1,1,0,2,1
0,0,1,0,8,7
0,0,1,0,1,5
0,0,1,0,0,0
0,0,1,0,0,12
0,0,1,0,2,1
0,1,1,0,1,2
0,0,1,0,0,1
0,1,1,0,1,0
0,0,1,0,1,2
0,0,1,0,2,4
0,0,1,0,2,1
0,1,1,0,0,2
0,1,1,0,0,0
0,0,1,0,5,4
0,0,1,0,0,0
0,1,1,0,0,0
0,0,1,0,0,2
0,0,1,0,6,2
0,0,1,0,4,2
0,0,1,0,3,3
0,0,1,0,1,0
0,0,1,0,0,0
0,0,1,0,1,1
0,0,1,0,1,1
0,0,1,0,10,0
0,0,1,0,4,5
0,0,1,0,1,0
0,0,1,0,1,7
0,0,1,0,14,0
0,0,1,0,2,0
0,1,1,0,0,0
0,0,1,0,5,0
0,0,1,0,4,6
0,1,1,0,1,2
0,0,1,0,9,0
0,0,1,0,2,0
0,1,1,0,0,1
0,1,1,0,0,0
0,0,1,0,0,8
0,0,1,0,12,4
0,1,1,0,0,0
0,0,1,0,5,9
0,0,1,0,7,13
0,1,1,0,0,0
0,0,1,0,2,0
0,1,1,0,0,0
0,0,1,0,4,1
0,1,1,0,1,1
0,0,1,0,2,0
0,0,1,0,3,0
0,0,1,0,1,1
0,0,1,0,1,1
0,1,1,0,0,0
0,0,1,0,2,0
0,1,1,0,2,2
0,0,1,0,10,0
0,0,1,0,0,0
0,1,1,0,2,0
0,1,1,0,0,0
0,0,1,0,1,1
0,0,1,0,6,0
0,1,1,0,1,1
0,1,1,0,2,1
0,0,1,0,1,0
0,1,1,0,0,0
0,1,1,0,1,0
0,0,1,0,9,1
0,1,1,0,1,1
0,0,1,0,10,0
0,1,1,0,0,0
0,0,1,0,1,1
0,1,1,0,2,1
0,1,1,0,0,0
0,1,1,0,2,1
0,1,1,0,0,1
0,0,1,0,1,0
0,0,1,0,4,1
0,0,1,0,0,0
0,0,1,0,0,3
0,0,1,0,0,0
0,0,1,0,0,1
0,0,1,0,0,0
0,0,1,0,1,2
0,0,1,0,1,1
0,0,0,0,0,0
0,0,0,0,1,3
0,0,1,0,6,0
0,0,0,0,0,0
0,0,1,0,0,0
0,0,1,0,3,1
0,0,1,0,0,2
0,1,1,0,0,0
0,0,1,0,1,1
0,0,1,1,8,0
0,1,1,0,0,0
0,0,1,0,2,1
0,0,0,1,8,0
0,0,1,0,0,1
0,0,0,0,0,0
0,0,1,0,0,2
0,1,1,0,0,1
0,1,1,0,1,2
0,0,1,0,0,0
0,1,1,0,1,0
0,0,0,0,0,8
0,1,1,0,1,1
0,1,1,0,10,1
0,1,1,0,1,0
0,1,1,0,0,1
0,1,1,0,0,0
0,1,1,0,0,4
0,0,1,0,0,4
0,1,1,0,0,3
0,0,1,0,0,10
0,0,1,0,0,0
0,0,1,0,1,1
0,0,1,0,3,4
0,0,1,0,2,1
0,0,1,0,0,2
0,0,1,0,0,0
0,0,1,0,0,1
0,1,1,0,0,0
0,1,1,0,1,1
0,1,1,0,0,0
0,1,1,0,1,0
0,0,1,0,1,1
0,0,1,0,0,0
0,1,1,0,0,4
0,0,0,0,0,0
0,1,1,0,0,1
0,1,1,0,0,3
0,0,1,0,9,0
0,1,1,0,0,0
0,1,1,0,1,1
0,1,1,0,2,1
0,1,1,0,0,2
0,1,1,0,0,1
0,1,1,0,0,3
0,1,1,0,0,2
0,1,1,0,0,5
0,1,1,0,1,1
0,1,1,0,0,0
0,1,1,0,0,3
0,0,1,0,0,0
0,0,1,0,1,2
0,0,1,0,1,1
0,0,1,0,1,0
0,0,1,0,2,1
0,0,1,0,0,1
0,0,1,0,10,4
0,0,1,0,2,0
0,1,1,0,0,0
0,0,1,0,2,1
0,0,1,0,2,0
0,0,1,0,2,2
0,0,1,0,2,1
0,0,1,0,2,1
0,0,1,0,1,1
0,1,1,0,0,0
0,1,1,0,6,4
0,0,1,0,5,11
0,0,1,0,5,0
0,0,1,0,0,12
0,1,1,0,17,5
0,1,1,0,1,2
0,1,1,0,0,0
0,1,1,0,2,2
0,1,1,0,0,1
0,0,1,0,1,0
0,0,1,0,0,0
0,0,1,0,0,2
0,0,1,0,0,0
0,1,1,0,1,0
0,1,1,0,1,9
0,1,1,0,0,0
0,0,1,0,4,1
0,0,1,0,0,2
0,0,1,0,1,1
0,1,1,0,0,3
0,1,1,0,2,1
0,0,1,0,14,0
0,1,1,0,1,2
0,1,1,0,0,1
0,0,1,0,0,0
0,0,1,0,0,1
0,0,0,0,0,0
0,0,1,0,0,1
0,0,1,0,1,1
0,0,1,0,1,1
0,1,1,0,0,1
0,0,1,0,1,1
0,1,1,0,0,1
0,0,0,0,0,0
0,1,1,0,1,3
0,1,1,0,0,3
0,0,1,0,1,2
0,1,1,0,0,0
0,1,1,0,0,1
0,1,1,0,0,2
0,1,1,0,0,1
0,0,1,0,0,0
0,0,1,0,1,0
0,0,0,0,0,0
0,1,1,0,1,2
0,0,0,0,0,0
0,0,1,0,0,1
0,0,0,0,0,1
0,0,0,0,0,0
0,0,1,0,1,2
0,0,1,0,3,10
0,0,1,0,0,0
0,0,0,0,0,0
0,0,1,0,0,3
0,0,1,0,0,0
0,0,1,0,0,3
0,0,0,0,3,0
0,0,1,0,0,2
0,0,1,0,0,0
0,0,1,0,0,1
0,0,1,0,0,1
0,0,1,0,0,0
0,0,1,0,0,3
0,1,1,0,1,1
0,0,1,0,0,0
0,0,1,0,0,8
0,0,1,0,0,0
0,0,0,0,1,0
0,0,1,0,1,1
0,0,1,0,0,2
0,0,1,0,0,0
0,0,1,0,1,0
0,0,1,0,2,1
0,1,1,0,0,0
0,0,1,0,0,1
0,1,1,0,0,0
0,1,1,0,0,1
0,1,1,0,1,0
0,1,1,0,0,4
0,0,0,0,1,0
0,0,0,0,0,1
1,1,1,0,3,4
1,1,1,0,5,7
1,0,1,1,2,0
1,0,1,0,47,0
1,0,0,0,1,1
1,0,1,0,0,0
1,0,1,0,0,0
1,0,1,0,0,0
1,0,0,1,7,0
1,0,1,0,0,7
1,0,1,1,7,0
1,0,0,0,7,0
1,0,0,0,2,1
1,0,1,0,0,2
1,1,1,0,1,0
1,0,0,0,16,0
1,0,0,0,2,0
1,0,0,0,1,1
1,0,1,0,0,1
1,0,0,0,2,3
1,0,0,0,1,0
1,1,1,0,1,0
1,0,0,1,10,0
1,1,1,0,1,0
1,0,0,0,6,0
1,0,0,0,3,0
1,0,0,0,0,0
1,0,0,0,0,1
1,0,0,0,2,0
1,0,0,0,1,0
1,0,0,0,0,1
1,0,0,0,9,0
1,0,0,0,0,1
1,0,0,0,2,1
1,1,1,0,2,0
1,0,0,0,8,0
1,1,1,0,3,1
1,0,0,1,3,0
1,0,0,0,0,9
1,0,0,0,0,0
1,0,0,1,3,0
1,0,1,0,0,9
1,0,1,0,1,0
1,0,1,0,2,4
1,0,1,0,4,7
1,0,1,0,9,8
1,0,1,0,1,0
1,0,0,0,1,0
1,0,0,0,13,140
1,1,1,0,1,0
1,1,1,0,1,0
1,0,0,0,0,0
1,1,1,0,0,0
1,0,0,0,4,4
1,0,0,0,4,1
1,0,0,0,1,0
1,0,1,0,9,0
1,1,1,0,1,0
1,0,1,0,1,0
1,0,0,0,1,2
1,0,0,0,1,0
1,0,1,0,1,0
1,1,1,1,3,0
1,0,0,0,0,0
1,0,0,0,1,0
1,0,0,0,2,1
1,1,1,0,1,0
1,0,0,0,1,0
1,0,1,0,16,34
1,1,1,0,1,0
1,1,1,0,4,6
1,1,1,0,1,0
1,1,1,0,1,1
1,0,0,0,0,1
1,1,1,0,2,1
1,1,1,0,1,2
1,1,1,0,0,3
1,0,1,0,1,0
1,1,1,0,1,0
1,0,1,1,38,0
1,0,0,0,7,93
1,1,1,0,1,0
1,0,1,0,0,1
1,0,1,0,1,0
1,1,1,0,1,1
1,0,1,0,7,109
1,1,1,0,1,0
1,0,0,0,1,0
1,0,1,0,0,1
1,0,1,0,1,0
1,0,0,0,1,0
1,0,1,0,1,0
1,0,1,0,1,0
1,1,1,0,0,1
1,1,1,0,1,0
1,0,0,0,1,0
1,0,0,0,1,0
1,1,1,0,1,0
1,1,1,0,1,0
1,0,0,1,6,0
1,0,0,1,5,0
1,0,0,1,2,0
1,1,1,0,12,16
1,0,1,0,4,6
1,1,1,0,5,8
1,0,1,0,18,6
1,0,1,0,5,5
1,0,0,0,1,0
1,0,0,0,1,102
1,0,1,0,1,1
1,0,0,0,3,0
1,0,0,0,1,0
1,0,0,0,0,3
1,1,1,0,1,3
1,0,0,0,0,1
1,1,1,0,1,0
1,0,1,0,0,0
1,1,1,0,1,0
1,0,1,0,8,11
1,1,1,0,1,1
1,0,0,0,0,18
1,0,1,0,1,0
1,0,1,0,9,0
1,0,0,0,0,1
1,0,1,0,18,0
1,1,1,0,6,1
1,0,1,0,0,4
1,0,0,0,3,0
1,0,0,0,3,3
1,0,0,0,1,1
1,0,1,0,54,20
1,1,1,0,1,0
1,0,1,0,15,0
1,1,1,0,1,0
1,0,0,0,0,0
1,1,1,0,0,0
1,1,1,0,0,0
1,0,0,0,1,0
1,1,1,0,1,0
1,1,1,0,1,0
1,1,1,0,1,2
1,0,0,0,20,0
1,0,1,0,0,0
1,1,1,1,3,0
1,0,1,0,1,0
1,0,0,0,1,1
1,0,0,1,3,0
1,0,0,1,2,0
1,0,0,1,2,0
1,0,1,0,1,1
1,0,0,0,7,0
1,0,0,0,1,1
1,0,0,0,1,0
1,1,1,0,1,1
1,0,0,1,1,0
1,0,0,0,1,1
1,0,0,0,8,0
1,0,0,0,0,1
1,1,1,0,0,0
1,0,0,0,0,0
1,1,1,0,0,0
1,0,0,0,2,1
1,0,0,0,26,0
1,0,0,0,0,1
1,0,0,0,0,0
1,0,1,0,39,1
1,1,1,0,7,3
1,1,1,0,0,1
1,0,1,0,0,1
1,0,1,0,15,7
1,0,0,0,15,1
1,1,1,0,12,1
1,0,0,0,1,0
1,0,0,0,6,1
1,0,0,0,2,0
1,0,0,0,0,22
1,1,1,0,5,2
1,1,1,0,1,1
1,1,1,0,0,0
1,1,1,0,1,0
1,1,1,0,0,0
1,0,0,0,0,0
1,0,1,0,2,0
1,1,1,0,1,1
1,1,1,0,2,5
1,0,0,0,1,0
1,0,0,0,1,0
1,0,0,0,1,0
1,0,0,0,1,1
1,1,1,0,0,0
1,1,1,0,6,0
1,1,1,0,1,1
1,0,0,0,3,1
1,0,1,0,1,1
1,0,1,0,1,0
1,1,1,0,0,1
1,1,1,0,6,1
1,0,0,0,1,0
1,0,0,1,2,0
1,1,1,0,1,0
1,0,0,0,2,0
1,1,1,0,0,0
1,0,1,0,4,0
1,1,1,1,5,0
1,1,1,0,1,0
1,0,1,0,6,3
1,0,0,0,0,13
1,1,1,0,0,0
1,0,1,0,2,2
1,0,1,0,8,5
1,1,1,0,0,2
1,0,0,1,2,0
1,0,0,0,2,0
1,0,0,0,10,0
1,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,21,0
1,0,0,0,1,1
1,0,0,1,5,0
1,0,1,0,20,0
1,0,1,0,2,8
1,0,1,0,2,1
1,0,1,0,4,0
1,0,1,0,1,0
1,0,0,0,1,0
1,0,0,1,7,0
1,0,0,0,3,4
1,0,0,0,8,0
1,0,1,1,1,0
1,0,1,1,1,0
1,1,1,0,1,1
1,0,0,0,6,46
1,0,0,0,3,1
1,0,1,0,19,0
1,0,0,0,0,1
1,0,0,0,1,0
1,0,0,0,1,2
1,1,1,0,1,2
1,0,0,0,1,0
1,0,0,0,2,2
1,0,0,1,6,0
1,0,0,0,0,0
1,0,0,0,1,0
1,0,0,0,1,1
1,1,1,0,6,6
1,0,0,0,36,0
1,0,0,0,1,11
1,1,1,0,2,2
1,0,0,1,3,0
1,0,1,0,2,10
1,1,1,0,0,1
1,0,1,0,2,1
1,0,0,1,8,1
1,0,0,1,5,0
1,0,0,1,2,3
1,0,0,1,4,0
1,0,1,0,1,0
1,0,1,0,5,0
1,0,0,0,0,0
1,0,1,0,21,11
1,0,1,0,32,12
1,1,1,0,2,0
1,0,0,1,1,1
1,0,0,1,1,0
1,0,0,1,5,4
1,0,0,0,0,3
1,1,1,0,6,6
1,1,1,0,1,0
1,0,0,1,3,0
1,0,0,0,4,0
1,0,1,0,2,1
1,0,0,0,6,0
1,1,1,0,1,0
1,0,0,1,1,0
1,0,0,1,1,0
1,0,1,0,0,1
1,0,0,0,2,0
1,0,0,1,4,0
1,0,1,0,15,9
1,0,1,0,2,4
1,1,1,1,7,0
