StockSymbol,Industry,SubIndustry,Ret2000.01,Ret2000.02,Ret2000.03,Ret2000.04,Ret2000.05,Ret2000.06,ret2000.07,Ret2000.08,Ret2000.09,Ret2000.10,Ret2000.11,Ret2000.12,Ret2001.01,Ret2001.02,Ret2001.03,Ret2001.04,Ret2001.05,Ret2001.06,Ret2001.07,Ret2001.08,Ret2001.09,Ret2001.10,Ret2001.11,Ret2001.12,Ret2002.01,Ret2002.02,Ret2002.03,Ret2002.04,Ret2002.05,Ret2002.06,Ret2002.07,Ret2002.08,Ret2002.09,Ret2002.10,Ret2002.11,Ret2002.12,Ret2003.01,Ret2003.02,Ret2003.03,Ret2003.04,Ret2003.05,Ret2003.06,Ret2003.07,Ret2003.08,Ret2003.09,Ret2003.10,Ret2003.11,Ret2003.12,Ret2004.01,Ret2004.02,Ret2004.03,Ret2004.04,Ret2004.05,Ret2004.06,Ret2004.07,Ret2004.08,Ret2004.09,Ret2004.10,Ret2004.11,Ret2004.12,Ret2005.01,Ret2005.02,Ret2005.03,Ret2005.04,Ret2005.05,Ret2005.06,Ret2005.07,Ret2005.08,Ret2005.09,Ret2005.10,Ret2005.11,Ret2005.12,Ret2006.01,Ret2006.02,Ret2006.03,Ret2006.04,Ret2006.05,Ret2006.06,Ret2006.07,Ret2006.08,Ret2006.09,Ret2006.10,Ret2006.11,Ret2006.12,Ret2007.01,Ret2007.02,Ret2007.03,Ret2007.04,Ret2007.05,Ret2007.06,Ret2007.07,Ret2007.08,Ret2007.09,Ret2007.10,Ret2007.11,Ret2007.12,Ret2008.01,Ret2008.02,Ret2008.03,Ret2008.04,Ret2008.05,Ret2008.06,Ret2008.07,Ret2008.08,Ret2008.09,Ret2008.10,Ret2008.11,Ret2008.12,Ret2009.01,Ret2009.02,Ret2009.03,Ret2009.04,Ret2009.05,Ret2009.06,Ret2009.07,Ret2009.08,Ret2009.09,Ret2009.10,Ret2009.11,Ret2009.12
MINI,Consumer Goods,Packaging & Containers,-0.108965517,-0.193887297,0.147058824,0.082987552,0.017831325,0.008226691,-0.141002686,-0.032107716,0.037176724,0.04616999,0.012820513,0.206715635,0.011494253,0.018876019,0.172765957,0.071687183,-0.043361345,0.159226714,-0.032375189,-0.016557326,-0.177179081,0.181060606,0.005974843,0.209647495,-0.053553299,-0.074143469,-0.090960452,0.023595157,-0.411065958,-0.102833158,-0.197940503,0.080985915,-0.153594771,0.115384615,0.042075736,0.044666667,-0.091257179,0.002070393,0.100550964,-0.011949686,0.178343949,-0.111655773,0.11097561,0.063561644,0.00880829,0.085434894,-0.053717026,-0.003033367,0.007088608,-0.053299492,-0.066882416,0.123335263,0.100103199,0.346445498,-0.050347222,0,-0.096868172,0.132135729,0.072972016,0.073773156,0.017549078,0.10373444,0.094528711,-0.139209428,0.054555841,-0.070619946,0.215504773,0.000238607,0.032142857,0.080555556,0.077354019,-0.045509464,0.046736842,0.106867127,-0.416713828,0.067313916,-0.056575384,-0.071405903,0.062456627,-0.110964333,0.046023564,0.137150937,-0.149133663,-0.020007275,-0.022785741,0.008992132,0.017477204,0.117449664,0.00298904,-0.039473684,-0.025579809,-0.147535211,-0.001240182,-0.257864238,0.122008173,-0.037383178,-0.176151762,0.222733246,0.018220793,0.141859215,0.135808271,-0.162479062,-0.001,0.065802592,-0.113302752,-0.121798223,-0.235882353,0.141726049,-0.125864454,-0.221867518,0.212631579,0.208112875,-0.079562044,0.154209284,0.08974359,0.057245081,-0.016430595,-0.157955865,0.045360825,-0.084470435
MIPS,Technology,Semiconductor- Memory Chips,-0.162641509,0.30726257,-0.044978541,-0.483178239,-0.173140224,0.615355378,0.100047192,0.22459893,-0.212867899,-0.130095403,-0.325842697,-0.020550459,0.252222222,-0.02420307,-0.238910982,-0.209991877,-0.085861183,-0.030812325,-0.022895623,-0.365769496,-0.293419633,0.416666667,-0.012793177,-0.070967742,0.2625,-0.386894075,0.088757396,-0.174560217,0.152597403,-0.134642356,-0.524350649,-0.314189189,-0.346534653,0.525925926,0.52195122,-0.059006211,-0.168789809,-0.212686567,-0.137440758,0.093406593,0.5,-0.150501672,0.2421875,0.284375,-0.028436019,0.174117647,0.092184369,0.018518519,0.133333333,-0.105511811,0.017699115,0.153043478,0.077160494,-0.114327062,-0.156765677,0.022044088,0.117647059,0.365159129,0.080246914,0.125714286,0.150866463,-0.021238938,0.034172662,-0.396551724,0.238163558,-0.163763066,-0.001408451,-0.116901408,0.084126984,-0.175,0.057245081,-0.048576214,0.558219178,-0.064587973,-0.109785203,-0.006702413,-0.221322537,0.055652174,0.046280992,0.096062992,-0.035714286,0.098360656,0.156968877,-0.023529412,-0.004784689,0.117505995,-0.020833333,-0.046666667,0.031505251,-0.014573991,0,-0.116384181,0.011523688,0.002538071,-0.273657289,-0.131348511,-0.108216433,-0.173719376,0.056,0.135,-0.20083682,-0.013157895,0.027027027,0.050131926,-0.1225,-0.200573066,-0.476744186,-0.146153846,0.513513514,0.169590643,0.542105263,0.148788927,0.379432624,-0.230769231,0.186666667,-0.019553073,0.086455331,0.050531915,-0.040816327,0.159151194
MITSY,Conglomerates,Conglomerates,0.04212766,-0.167211107,0.34428373,-0.083850932,0.007661017,0.015945637,-0.077942122,-0.065420561,-0.048507463,0.064,0.022556391,-0.016129032,-0.020491803,-0.029288703,-0.16112069,0.091871339,0.124705882,0.108786611,-0.028189911,0.045454545,-0.226277372,0.071982759,-0.101648573,-0.111091218,0.024611266,0.130753769,0.083974869,0.1,0.037795276,-0.027767548,-0.177651515,-0.014555504,-0.02542769,-0.090909091,0.05,-0.078787879,0.077680525,0.045599768,-0.092222222,-0.05130559,-0.020952381,0.036842105,0.122030457,0.176151271,0.080618829,0.042695035,-0.057956174,0.152173913,-0.050344828,0.017759292,0.134445903,-0.097986577,-0.080843164,-0.013007386,-0.006493928,0.064289889,0.026298127,-0.014155653,0.033722593,0.035073643,0.041315819,0.110188679,-0.108875453,-0.004495825,-0.050214297,0.049175824,0.010153878,0.087179487,0.190749254,-0.021304556,0.029671346,0.0464,0.103549618,-0.018637993,0.071084783,0.070072489,-0.065991506,-0.006687786,0.028842465,-0.017801753,-0.124569025,0.090519405,-0.023121387,0.101744398,0.043320355,0.115704033,0.061281337,0.003559504,0.097704452,-0.012087046,0.132696897,-0.079490519,0.172270732,0.079958333,-0.117865385,-0.05119016,-0.031724892,0.057807229,-0.043703704,0.125760989,0.033944604,-0.102767603,-0.07662427,-0.144780635,-0.259175351,-0.218841404,-0.048426667,0.189222113,0.016505324,-0.11728902,0.15613574,0.04433111,0.14241974,-0.131320615,0.067652099,0.017142182,-0.000729003,0.014835528,0.006450135,0.080776361
MKSI,Technology,Scientific & Technical Instruments,-0.063021583,0.386772326,0.103825137,-0.052992142,-0.141673932,0.003076923,-0.351441813,0.383766745,-0.220387244,-0.287872917,-0.180043384,0.019736842,0.524983777,-0.255319149,0.076524741,0.376091703,0.068,0.082299887,-0.095759717,-0.172222222,-0.202247191,0.215774648,0.03892493,0.211564321,-0.111645102,0.113137174,0.263468635,0.003850711,-0.09439528,-0.357348703,-0.153386454,-0.19739182,-0.197648788,0.18716094,0.436981132,-0.155269923,-0.179393939,-0.008975318,-0.063670412,0.103968254,0.407942238,-0.067519182,0.250973845,0.223111111,-0.190280374,0.182810368,0.071373457,0.061882094,-0.186510668,0.015132409,-0.00373444,-0.196988708,0.201646091,-0.016803102,-0.350110375,-0.090047393,0.139880952,0.014753047,0.081476766,0.089254257,-0.151761518,0.188303342,-0.137425312,-0.080745342,0.133061779,0.016245487,0.124117647,-0.068694284,-0.029842342,0.099009901,0.001061008,-0.047390841,0.218487395,0.039033457,0.050672646,0.017971759,-0.07773553,-0.07706422,0.028870085,0.022015656,-0.035612536,0.074441687,-0.040646651,0.088717454,-0.025835189,0.095367847,0.075885329,0.051502146,0.009633197,0.013538236,-0.182865371,-0.027360989,-0.135061392,0.056286165,-0.081859525,0.05570877,-0.028213166,0.069185737,0.062562066,0.044810242,0.033786749,-0.066496164,-0.065335753,0.093643862,-0.132839721,-0.056459817,-0.229402262,0.0625,-0.051956815,-0.089001447,0.175480769,0.079310345,-0.138658147,-0.031687546,0.453113278,-0.053901437,0.057565789,-0.182435964,-0.040531982,0.135029354
MKTAY,Industrial Goods,Small Tools & Accessories,0.228571429,-0.23255814,0.021566402,-0.055555556,0.065882353,0.042222222,-0.162162162,0,-0.039692702,-0.0625,0.068965517,-0.129032258,0,-0.054814815,0.019386107,-0.006339144,-0.016,-0.031746032,-0.079365079,0.060344828,-0.075,0.072761194,0.008695652,-0.089473684,-0.021194605,0.181102362,0.1,0.025039124,-0.00736377,-0.020771513,-0.028787879,-0.053042122,-0.067545305,0.121908127,0.15942029,0,-0.083333333,0.04496124,-0.012875536,0.015449438,0.033783784,-0.005037783,0.042983565,0.034077556,0.033333333,0.058064516,-0.066941298,0.059574468,0.066733068,0.120448179,0.068619247,0.043110085,0.042836041,0.076491228,-0.064537158,0.049261084,-0.046697799,-0.008633094,0.11942446,0.149611399,0.017464789,0.06909895,-0.035639413,0.0320478,0.072677596,-0.010638298,0.072044647,-0.060389919,-0.000977995,0.167344863,0.072980017,-0.022044088,0.184971098,-0.000689655,0.061111111,-0.037472213,0.028196721,-0.017013233,0.033187226,-0.080706179,-0.016534392,-0.009402283,-0.037333333,0.066529492,0.145354484,0.027605634,-0.026405229,0.067620651,0.051853707,0.079564692,0.002640264,-0.169131833,0.127919045,0.081926626,-0.086280924,-0.062653838,-0.102316602,-0.039817057,-0.116370809,0.106281726,0.141053197,-0.022201003,-0.132364193,-0.195348837,-0.20776699,-0.117647059,0.073424658,0.179787234,-0.190026954,-0.026593076,0.182331793,-0.016094875,-0.041773231,0.09478458,0.034811438,0.102964119,0.07201087,0.086388269,0.01359106,0.041063516
MLAB,Healthcare,Medical Instruments & Supplies,0.034120735,0.1875,-0.069114471,0.044083527,-0.028888889,0.222222222,-0.022608696,-0.055160142,0.035781544,0.065217391,0.043478261,0,0.0096,-0.18858954,-0.087591241,0,0.01980198,-0.04950495,-0.077083333,0.08,0.066666667,0.182795699,0.039007092,0.001666667,0.081530782,0.05112782,0.101573677,-0.090909091,-0.082857143,-0.017886179,-0.010135135,0.00862069,0.102564103,0.001550388,-0.003095975,0.027950311,0.047112462,-0.017416546,-0.080717489,0.008130081,0.120967742,0.004297994,0.050420168,0.177097204,0.029714286,-0.112097669,0.126237624,0.094505495,-0.045320197,-0.071794872,0.051762115,0.019874477,0.002051282,0.009211873,0.011213048,0.078629032,0.085793358,0.018410042,-0.033717105,0.087659574,-0.074787972,0.048616932,0.116071429,-0.091569767,0.004081633,0.132520325,-0.051687006,-0.001623377,0.059850374,-0.097254902,0.326013514,-0.047770701,0.084067797,-0.061913696,-0.059333333,0.034727144,0.017241379,0.042367182,0.000656168,0.17,-0.026121522,0.038216561,0.086956522,-0.0282196,0.121964097,-0.058293839,-0.05,0.007894737,0.287206266,-0.032392027,0.027636054,-0.099022005,-0.056818182,0.07081749,0.0830796,-0.013417522,-0.101386139,0.086956522,-0.08625,-0.009090909,-0.078826764,0.191066998,-0.122916667,-0.026128266,0.036585366,-0.2,-0.0755,-0.068157614,0.062367865,-0.083926755,-0.111604664,0.204819277,0,-0.031604938,0.113924051,0.000909091,0.027840144,0.048492792,0.022978723,0.073089701
MLHR,Consumer Goods,Business Equipment,-0.051829268,-0.065753425,0.347449471,0,-0.027027027,-0.054784514,0.204144282,0.021099744,0.003757044,-0.190077519,-0.104624716,0.197916667,-0.002439875,-0.093097345,-0.097580016,0.147058824,0.015060241,-0.102373887,-0.008641005,-0.095162569,-0.140017668,0.085728953,0.03356974,0.082342177,0.043697479,-0.062096774,0.022795699,0.044017094,-0.03852459,-0.134697357,-0.16461311,-0.086135693,0.138461538,0.013475576,0.105321508,-0.070707071,-0.029300054,-0.132148806,0.038709677,0.090568395,0.107040641,0.034020619,0.098466106,0.053153153,-0.0248394,0.010969724,0.13359443,-0.064429012,0.023698688,0.155335806,-0.056068133,-0.023853895,-0.084758647,0.210372229,-0.075862069,-0.062174237,-0.029145333,-0.066666667,0.067362017,0.125,-0.020527859,0.094410876,0.03862069,-0.058281199,0.018900945,0.050408719,0.033333333,-0.063869756,0.017803158,-0.099244167,0.119282839,-0.078457012,0.06092437,-0.003630363,0.068954141,-0.048222566,-0.054062803,-0.121377429,0.081873572,0.003197158,0.202883263,0.005868545,0.023878858,0.033248082,0.023129252,0.022322615,-0.110018602,0.027164179,0.045903544,-0.128275862,-0.058297347,-0.050081833,-0.063815109,0.002947679,0.022346369,0.184711046,-0.016707921,-0.068685607,-0.179632721,-0.050081433,0.066208083,0.004033885,0.063899064,0.069148936,-0.145600559,-0.093531108,-0.332274172,-0.079151943,-0.167424242,-0.064066852,0.087755102,0.428434198,-0.031972789,0.05720193,0.071612903,-0.032796661,0.056875,-0.086339444,-0.019367334,0.042372881
MMSI,Healthcare,Medical Instruments & Supplies,-0.017333333,0.103448276,0.255400254,-0.47973713,0.031779661,0.26953125,-0.106153846,-0.010221465,0.08605852,-0.038284839,-0.0704,-0.022608696,0.056939502,-0.063333333,0.125454545,0.12,0.121562952,0.165803109,0.415730337,0.252380952,0.1875,-0.182789952,-0.043052838,0.266440678,-0.11341853,-0.0443769,0.276864728,-0.195748888,0.068223725,0.205727645,-0.081280788,-0.073576799,0.12202208,0.224596144,-0.187152034,0.0375,-0.127245509,-0.004048583,0.082386364,0.02084419,-0.064646465,0.064395955,0.375376884,-0.247456395,0.0625,0.18852459,0.192380952,-0.294900222,-0.027433628,-0.042305904,0.055609756,-0.278033088,-0.069871795,0.109331476,0.055,0.035714286,-0.112220917,-0.302090357,0.069679849,0.335664336,-0.057807309,-0.07122708,-0.07840123,0.062132662,0.158353127,0.046164291,0.124673629,0.01216686,0.007954545,-0.324645892,0.081081081,-0.055987558,0.165152766,0.016405136,-0.09563253,-0.035478548,-0.017167382,0.204903678,0.062179956,-0.029085873,-0.033451957,0.167651403,0.009493671,-0.01,-0.008181246,-0.110056926,-0.103571429,-0.0812749,-0.006938422,0.04,-0.069825436,0.09955157,0.064807219,0.005392912,0.121141975,-0.046639232,0.16101083,-0.02039555,0,-0.083489097,0.084468665,-0.074307305,0.389958735,-0.042058387,-0.041858091,-0.020342612,-0.204059243,0.251221214,-0.142140468,-0.270464964,0.105978261,0.280759703,-0.117912371,0.183732752,0.112530414,-0.017419706,-0.037222222,-0.013937282,-0.03172738,0.15973478
MNRO,Consumer Goods,Auto Parts,0.166666667,-0.028571429,-0.022352941,0.044848485,-0.008353222,0.10589651,0.03875969,0.072033898,0.100202429,-0.169077758,-0.013245033,0,0.083892617,0.00619195,0.100202429,0.011959522,0.195454545,-0.04389881,0.054432348,-0.040801187,-0.086687307,0.106779661,-0.011538462,0.0944,0.126412429,0.006815366,0.053276179,0.181657848,0.083950617,0.03691887,-0.123673281,-0.083544304,-0.072207792,0.02838934,-0.004444444,-0.061111111,0.132972323,0.111780822,0.034992607,0.064516129,0.130044843,0.119207921,0.12540424,-0.053968254,-0.013047842,0.102348993,0.035780669,-0.105333931,0.167667668,0.058333333,0.021668029,-0.047714515,0.036866359,-0.004513746,-0.110261569,-0.062528526,0.060679612,0.122693727,-0.002843217,0.043298969,0.025296443,0.031550596,-0.020121488,-0.015005771,0.052075176,0.09743399,-0.029875797,0.020876112,-0.124333333,0.126363294,0.036962366,-0.027893556,0.130449251,0.064743967,0.037140464,-0.016770354,-0.01284153,-0.098809853,-0.036357986,0.051206784,0.052941176,0.108740134,-0.018162674,-0.063750333,0.067460317,-0.037066455,-0.008194405,-0.008779383,0.103025114,-0.031047865,-0.11193634,0.12732175,-0.101807549,-0.325236967,-0.059794734,-0.078922495,-0.04688305,-0.098007539,0.007151371,0.046290425,0.131948687,-0.162614803,0.191753927,0.146570796,0.09861839,-0.065943601,-0.051139005,0.274362819,-0.051582649,-0.025672878,0.172961373,-0.084005869,0.073092369,-0.047424972,0.024268105,-0.037341299,0.235042735,-0.024244332,-0.040946897,0.106918239
MNRTA,Financial,REIT,0,-0.038934426,0.057082452,0.024291498,0,0.036363636,-0.024163569,-0.036190476,-0.011857708,0.032,-0.037037037,-0.018108652,0.182952183,-0.074074074,0.071563089,0.036906854,0.02233677,-0.006734007,0.027164686,0.01320132,-0.001623377,0.106557377,-0.033625731,-0.013761468,0.048062016,-0.014792899,0.04047976,0.098265896,-0.077922078,0.014084507,-0.022222222,-0.021126761,0,-0.005722461,0.00862069,-0.011428571,0.010115607,0,0.0472103,0.049465241,0.044871795,-0.133333333,0.083557951,0.012658228,0.00996264,0.049382716,0.024705882,0.017564403,0.022988506,0.004464286,-0.014444444,-0.09315376,-0.09202454,0.059863946,0.020565553,0.036523929,0.019559902,0.011976048,-0.02014218,0.036101083,-0.004678363,0.004728132,-0.016317016,-0.005910165,-0.089940828,0.05296343,-0.005988024,-0.030952381,0.00862069,0.025,-0.025609756,0.011349306,0.021144279,0.01703163,-0.00118624,-0.035335689,-0.035409035,0.008760951,0.012391574,-0.006127451,-0.004975124,0.0249066,0.015911873,0.007151371,0.025943396,-0.017084282,0,0.019790454,-0.021689498,0.00812065,-0.008027523,-0.023668639,0.010804322,-0.01076555,-0.045177045,0.031847134,0.005006258,0.00871731,0.008805031,-0.0475,-0.072368421,-0.092198582,0.140822785,0.021067416,0.062755798,-0.050715215,-0.044382802,0.032448378,-0.147142857,-0.125,0.247169811,-0.055555556,-0.014705882,-0.045602606,0.103448276,0.085403727,0.00723589,-0.03,0.01174743,0.070605187
MOCO,Technology,Scientific & Technical Instruments,-0.062184874,0.109318996,-0.118858954,-0.021352313,0.033807829,0.027422303,0.021818182,0,0.034172662,0.112099644,-0.029780564,0.050080775,0.121165644,-0.034199726,-0.087078652,0.121163166,0.002785515,0.054131054,0.066666667,-0.05982906,-0.058441558,0.38028169,-0.061538462,0.072142064,-0.032631579,0.011904762,0.090909091,-0.067061144,0.037735849,-0.113924051,-0.076086957,-0.017162471,-0.136094675,-0.047945205,0.004249292,0.002832861,0.06779661,-0.013333333,-0.030470914,0.002906977,0.122302158,-0.054758801,0.073002755,0.047496791,-0.019607843,0.029150824,-0.004819277,-0.04047619,0.030487805,-0.058754407,0.002570694,-0.006410256,-0.005128205,0.075949367,-0.029274005,-0.036363636,0.025,0.001213592,0.12,0.13253012,0.006629834,0.010869565,-0.028877005,0.004366812,0.073446328,-0.044715447,0.046958378,-0.053535354,0.045356371,-0.038751346,0.049030787,0.010869565,-0.007821229,0.014606742,-0.013129103,-0.014492754,0.011235955,0.055617353,-0.074074074,0.006666667,0.070953437,0.028541226,0.1,0.157272727,-0.043650794,0.111566858,-0.005413766,0.014040562,-0.129297459,-0.01888412,-0.026956522,0.008928571,0.06504065,-0.044725738,-0.060070671,0.073654391,0.05027933,0.113314448,-0.033419023,-0.02748227,0.022222222,-0.018034265,-0.048148148,0.140041494,-0.044585987,-0.223977695,-0.131991051,0.135135135,-0.061363636,-0.008641975,0.070404172,0.19001218,0.00660066,-0.06010929,-0.056882821,0.01076555,-0.001176471,-0.074884793,0.089399745,0.084805654
MOLX,Technology,Diversified Electronics,-0.095466667,0.085470085,0.051360057,-0.062937063,-0.096111111,-0.022944162,-0.029896907,0.111789474,0.021196774,-0.002217295,-0.23962963,-0.153552694,0.215104895,-0.146851504,-0.016722408,0.146916738,-0.130477841,0.041037333,-0.05312414,-0.082534147,-0.110161443,0.040647482,-0.012371134,0.080656425,-0.014516129,0.009549795,0.161863271,-0.023809524,0.122843546,-0.112962963,-0.127131319,0.027681661,-0.20298204,0.128150363,0.067757899,-0.185001769,-0.096427034,0.065550239,-0.041071429,0.062072113,0.187418655,-0.035395066,0.027951453,0.05044405,-0.043187144,0.082442221,0.021649156,0.081525108,-0.014468085,-0.073684211,-0.042533081,-0.011900826,-0.018060201,0.104683196,-0.091878332,-0.006538197,0.03183391,-0.014333333,-0.06637318,0.071811361,-0.037210862,-0.113892807,0.041485579,-0.047958037,0.038823529,-0.014755959,0.081577939,-0.050497866,0.001877582,-0.051031895,0.056804734,-0.03853279,0.157230298,0.05994006,0.04435357,0.116390977,-0.041058887,-0.050353607,-0.060704768,0.153748814,0.060408163,-0.103979461,-0.083357204,-0.0115625,-0.072870662,-0.007445008,-0.029927761,0.062211162,-0.004018754,0.006034194,-0.059096946,-0.077926657,0.03696573,0.055432373,-0.023041475,-0.011585807,-0.121345029,-0.06203164,0.031166518,0.213857998,-0.020063358,-0.12446198,0.01029654,-0.022267206,-0.08887987,-0.362389381,-0.067215364,0.090293454,-0.077294686,-0.138636364,0.205263158,0.231166913,-0.079518072,-0.020163831,0.126188966,0.041142857,0.145993414,-0.09937289,-0.009061834,0.147497338
MPB,Financial,Regional,-0.011363636,0,-0.379310345,0.11313394,0.09521028,-0.013333333,-0.034054054,-0.024404086,-0.11,0.024454726,-0.007619048,-0.040307102,0.041333333,0.000640205,0.055662188,0.02969697,0.050618011,0.066666667,-0.047869542,0.035359116,-0.032,0.016528926,0.010840108,-0.024128686,0.013736264,0.022174148,-0.015873016,-0.021621622,0.022099448,-0.016393443,0,0.013888889,0.02739726,0.026666667,0.131578947,0.023255814,-0.027272727,-0.014018692,0.007109005,0.058823529,-0.032967033,-0.011363636,0.050574713,0.013071895,-0.043478261,0.102272727,-0.002079002,0,0.270833333,-0.093709468,0,-0.008928571,-0.017921147,0.018248175,0.039285714,-0.020689655,-0.030035336,-0.023593466,-0.020560748,0.053030303,-0.041516245,-0.005681818,-0.04,-0.003968254,0,0.011952191,0.06496063,-0.01119403,-0.017013233,-0.034816248,-0.016096579,0.044989775,0.027290448,0.001904762,0.00754717,-0.063670412,0.006,-0.025896414,-0.020449898,0.008343763,0.046752172,-0.02734375,0.004032258,0.026104418,-0.074363992,0.050317125,-0.035829308,-0.040489245,0.059471366,0.101871102,-0.076190476,0.04989605,0.019607843,-0.077669903,0.058577406,0.073852295,-0.059925094,0.015936255,-0.007843137,-0.057821782,0.085239085,-0.034482759,-0.062,0.048625793,-0.073015873,-0.058219178,-0.045,-0.001903855,-0.134954697,0.207276736,-0.073170732,-0.052105263,0.183254344,-0.281818182,-0.075301205,0.016393443,0,-0.067729084,-0.216949153,-0.146058091
MRCY,Technology,Computer Peripherals,0.079716312,0.270163416,-0.00244898,-0.208401977,-0.182647212,0.042258065,-0.166511628,0.059439252,-0.025236593,0.119537739,0.012333658,0.510243902,0.125052632,-0.283018868,0.023466667,0.318961039,-0.046190762,0.03751834,-0.350769231,-0.140600316,0.378487518,0.255925433,-0.022861981,-0.149412788,-0.080889788,-0.133981632,-0.016615385,-0.088476071,-0.056206897,-0.247272727,-0.063461538,0.280431433,-0.056,0.294547016,0.038231383,-0.018964963,0.043548911,-0.057835821,-0.104084321,-0.232260424,0.052128168,-0.174545455,0.10567297,0.119592875,-0.027803099,0.005140187,0.116029823,0.033195021,0.193873438,-0.025008336,-0.122589532,-0.117415288,0.006263982,0.108132261,-0.045308741,0.136726967,-0.006671609,-0.057110862,0.252485089,-0.062243286,0.044871795,-0.050645161,-0.062542488,-0.042181818,0.092627599,-0.054808687,0.008005822,-0.058378378,0.009615385,-0.279316888,0.049369748,0.019772615,-0.061105723,-0.109504132,-0.065204847,0.180185759,-0.139863803,-0.058139535,-0.123287671,-0.068267067,-0.052757794,0.043183743,0.060827251,0.023754789,-0.037257824,-0.017760618,0.106943336,-0.023038157,-0.039823009,-0.0651341,-0.111382114,0.049541284,-0.099035933,0.524366472,-0.051746442,0.094429348,-0.482866044,-0.230492197,-0.121875,0.411971831,0.101863354,-0.146258503,0.021390374,0.202860858,-0.060190074,-0.184090909,-0.619972261,1.345724907,-0.055379747,0.042016807,-0.08291874,0.506493506,-0.064516129,0.172370089,0.227321238,-0.178602243,0.041182682,0.089613035,0.019212296,0.023234201
MRTI,Financial,REIT,-0.068322981,-0.051666667,0.06292517,-0.115384615,0.304347826,0.048492792,0.035714286,-0.051034483,-0.056774194,-0.058823529,0,0.008645533,0,0.071428571,0.025333333,0.044386423,0.265,0.08201581,-0.052968037,-0.03030303,0.139583333,0.0511883,-0.004347826,0.048951049,-0.0625,0.164444444,-0.083969466,-0.041666667,0.239130435,-0.110878661,-0.209416725,0.098095238,0,-0.152173913,0.051282051,-0.028292683,-0.098196393,0.111111111,-0.075,0.189189189,0.004545455,0.015004413,0.145737855,-0.092,0.030837004,-0.05511811,0.047842402,-0.066371681,0.135545024,0,-0.083333333,-0.11237928,0.146389713,0.134598792,0.03878327,0.027818448,-0.039285714,0.132075472,0.101169993,-0.020422535,0.056737589,0.003448276,-0.066347469,0.092307692,-0.085985105,0.037037037,0.017857143,-0.031485284,-0.034628975,0.017857143,-0.087719298,0.112619808,-0.019607843,-0.019984627,0.047619048,-0.007575758,0.00619195,0.053846154,-0.051094891,0.015384615,0.003787879,0,-0.023328149,0.054936306,-0.005559968,-0.02617398,0.074603175,0.045939295,-0.044705882,0,-0.008333333,-0.029411765,-0.138528139,-0.005025126,0.0375,0.017458778,-0.043824701,0.041666667,-0.035,-0.005181347,0.120833333,0.022304833,-0.117180617,-0.051896208,-0.021052632,-0.129032258,0.049382716,-0.047058824,0,0.012345679,-0.390243902,0.6,-0.271515152,0.161397671,-0.138968481,-0.001663894,0.043333333,0.357827476,-0.264705882,0.4
MRTN,Services,Trucking,0.12,-0.050847458,0.008571429,0.058073654,-0.096385542,-0.027673897,0.16,-0.017241379,-0.070175439,-0.094339623,-0.0625,0.050131926,0.088777219,-0.008810573,0.026185421,-0.117241379,0.09375,0.142857143,0.046875,0.044776119,-0.197183099,0.017857143,0.192982456,0.041176471,-0.009620826,0.014285714,0.027605634,-0.111842105,0.055245189,0.176470588,-0.035,-0.025906736,0.054969461,-0.083684211,-0.046242775,0.154878049,-0.079197466,0.004013761,0.086956522,0.02972973,0.185301837,0.212134831,-0.294990724,0.259278897,0.090909091,-0.013636364,-0.076454926,-0.357053683,0.142578125,0.000565291,0.06981982,-0.08772846,-0.024985804,0.073690271,0.046325879,-0.115580448,0.001720183,0.047482838,0.198798471,0.052802223,0.057117358,-0.010304852,-0.044354839,-0.110903135,0.032105263,0.070372259,0.186907021,-0.019138756,0.028455285,0.04647499,0.018313621,-0.32393321,0.188871054,0.051235955,-0.232173175,0.204646018,-0.107208029,0.108053007,-0.295825771,0.08534202,0.020908005,-0.005263158,0.073900293,0.020273973,-0.179528403,0.083766234,-0.029339853,0.13379397,0.076153419,-0.064415584,-0.17338487,0.044696464,-0.010276172,-0.071801567,-0.215461704,0.276303751,0.223741007,-0.147647059,0.053632043,0.038878266,0.101413645,-0.104820628,0.3227446,0.037460978,-0.041748527,-0.050129199,0.026129559,0.034934498,-0.077806789,-0.054254712,0.147420147,0.128400435,0.025480769,-0.039333642,-0.157919847,-0.048260382,0.01911589,0.029947152,-0.039863326,0.055261611
